GENE_NAME	human
VPS35	15.95
ELP6	35.63
FBXO40	0.4
DTX3L	1.04
ZNF148	9.83
NMNAT3	9.47
SMIM12	50.53
ITGAL	4.31
TPRA1	28.93
YEATS2	36.22
GRIK3	14.16
ZC3H12A	0.38
DNALI1	17.17
POLR2H	36.41
KLF15	25.58
CCDC37	2.03
BCL3	10.39
CAMK2N2	74.22
LIPH	0.66
TMEM41A	4.77
HEYL	1.61
IFT122	21.01
RHO	0.92
RFC4	1.94
KCNAB2	283.27
BAP1	138.64
PRKCD	30.8
SFMBT1	2.45
GNL3	4.64
PBRM1	6.3
UVSSA	4.49
FAM208A	7.64
ARHGEF3	30.03
SLBP	35.02
ZDHHC19	1.78
SLC51A	4.86
PIGX	6.4
MFI2	9.3
S100P	0.0
GAL	1.3
ABLIM2	96.91
EXO5	0.54
CLDN19	0.39
ERMAP	4.48
SGMS2	1.72
METAP1	10.95
EMCN	1.84
SLC9B1	0.93
SLC9B2	20.91
BDH2	9.07
CDC25A	0.46
PLXNB1	123.76
CCDC51	7.86
SPRY1	9.59
BSN	78.37
APEH	97.61
INTU	1.86
RNF123	70.24
HSPA4L	4.36
C4orf29	0.88
MAOB	22.25
CAMKV	311.98
MON1A	26.53
MST1R	2.48
TEX264	63.52
DUSP7	38.97
POC1A	2.8
PPM1M	18.84
ETNPPL	97.87
RORA	8.91
PITX2	0.0
PRSS12	2.71
NDST3	0.6
SAP30	9.67
SCRG1	14.27
HAND2	0.75
ANXA5	37.81
ADAD1	0.0
GUCY1A3	8.05
FBXO8	6.44
CEP44	1.29
HPGD	2.16
ASB5	1.32
C4orf45	0.0
TMEM144	64.39
PDK2	298.67
TGFBR3	3.9
FAM198B	5.91
NPY1R	4.08
NPY5R	0.73
NAA15	1.85
IL15	0.22
FAM160A1	0.32
KIAA0947	3.97
HHIP	11.02
ANAPC10	4.64
ABCE1	6.2
PRMT10	1.49
ITGA2	0.62
SLC45A2	0.67
EDIL3	25.25
ELOVL7	3.38
NDUFAF2	12.77
LMBRD2	5.42
RANBP3L	8.28
NIPBL	5.04
SLC25A46	15.7
PGGT1B	0.39
HES2	0.26
F2RL2	0.21
CCDC112	8.57
C5orf63	0.78
F2RL1	0.47
WDR41	21.09
NEDD4	34.97
SCGB3A2	5.26
HTR4	1.4
ESM1	0.0
ARSK	0.2
RHOBTB3	45.37
PIGB	3.03
SERINC5	11.91
ENPP6	2.64
PRIMPOL	1.52
ERAP1	6.55
CMYA5	2.38
EGFLAM	2.12
KIAA1430	1.6
TMEM174	0.0
CARTPT	17.42
RICTOR	2.79
PAPD4	9.67
EBF1	2.35
UBLCP1	2.82
FAM170A	0.0
UTP15	0.68
GNB5	74.44
TLR3	0.41
KLKB1	0.64
GFM2	9.83
TERT	0.11
CCDC127	4.35
GPR111	0.13
SEPT8	320.02
GDF9	0.17
LEAP2	0.73
SLC35A1	6.67
GRIK2	7.73
FABP7	12.79
TLX3	0.0
TXLNB	0.14
FAM26D	0.0
T	0.39
CREBRF	2.06
DCBLD1	6.25
SFXN1	52.16
SAMD3	0.29
ITGA3	40.95
TMEM200A	2.56
IL22RA2	0.0
DACT2	0.85
PDSS2	2.24
STXBP5	9.96
IL31RA	0.0
PI16	13.68
LRP6	15.66
TBX20	0.48
DAGLB	24.49
KIAA0895	6.43
STK17A	2.17
TRA2A	21.84
GALNT10	14.3
SAP30L	9.91
HCN1	14.08
MYOZ3	1.74
COG5	6.1
GUCY2C	0.0
NEUROD6	16.48
C7orf60	0.7
GPR85	5.5
SLU7	11.43
CAMLG	14.38
BMPER	7.64
RELL2	40.76
KCNK5	0.18
KIF6	1.22
SLC29A4	93.07
C7orf62	0.0
CDCA7L	2.37
SP8	1.77
MIOS	3.42
KIAA1324L	19.91
USP49	2.62
SYTL3	0.6
PHRF1	17.07
IQUB	0.09
HEY1	44.57
ZNF704	11.29
SHH	2.65
FNDC1	1.0
CHMP4C	0.13
SLC13A4	94.1
IKBKAP	9.87
PGAM2	12.44
BRI3	120.47
LMTK2	25.75
CTSB	449.02
ADCY1	45.78
SUN3	0.0
NUCB2	6.63
C7orf57	0.16
HNF4G	0.0
RAD21	18.37
MED30	8.73
TNFRSF11B	0.88
SBSPON	0.0
PHKG1	7.47
EN2	0.0
KCNV1	16.19
CSMD3	2.07
SPIDR	36.15
ORC5	4.2
OSGIN2	3.28
SUN1	79.25
OXR1	16.47
PTPN3	11.76
TMEM74	2.36
GPR146	18.94
GPER1	13.9
UNCX	0.0
NOS3	11.67
MICALL2	33.83
CA3	0.2
SPTB	29.54
SLC4A2	125.14
TMUB1	31.45
GBX1	0.0
DAPP1	0.33
FZD6	1.02
CTHRC1	0.85
TP53INP1	0.83
INTS8	3.87
KIAA1429	3.22
FGF10	0.92
FREM1	0.79
GEM	10.63
PDP1	60.28
TMEM67	2.48
KIAA0196	9.58
FAM219A	103.81
C9orf24	52.1
SNAPC3	15.01
SLC44A1	38.48
PSIP1	40.27
ABCA1	4.39
TMEM260	2.02
FXN	2.83
ZMAT4	10.59
NKX6-3	0.61
TMEM71	0.35
MAMDC2	0.47
CPA6	0.0
C8orf34	3.83
TMC1	0.12
SMG6	37.14
KDM1B	17.14
HGSNAT	22.91
RASEF	5.46
GKAP1	1.91
KIF27	2.26
C9orf64	2.03
SSMEM1	0.0
TRPV6	5.7
EXOC5	6.31
C7orf34	0.0
ANKS6	12.76
ZHX1	5.71
CXorf22	0.0
CYBB	5.29
MID1IP1	117.21
CLTCL1	6.48
C9orf84	0.0
CXorf58	0.0
KIAA1958	3.31
PTCHD1	1.11
RNF183	0.0
ASB11	0.0
PCDH19	15.81
PIGA	1.56
FIGF	0.0
OR1Q1	0.0
FGF22	6.32
STRBP	15.99
GAPVD1	6.49
WNK2	138.91
ATP7A	0.14
ZNF367	0.09
HDX	0.9
FSTL3	17.95
NOL6	18.56
AQP3	1.29
TRMT10B	3.43
VCP	136.32
PIGO	10.9
STOML2	49.15
BRWD3	0.48
SLITRK5	23.22
ARMC3	0.29
OTUD1	6.77
ARHGAP12	5.56
FAT3	10.86
HECTD2	2.25
FBXO33	20.26
GPR101	0.0
CLDN2	5.6
LAMP2	46.1
LRFN5	11.29
LRRC18	0.35
WRN	0.56
MARCH8	7.37
TSHR	0.66
GTF2A1	15.68
ZCCHC24	42.59
MNT	78.93
PGM2L1	12.63
PHYHIPL	79.94
SLC16A9	0.93
INPPL1	45.83
PHOX2A	0.0
GJB2	0.6
CRYL1	49.95
REEP3	2.05
HEPACAM	182.72
MICU2	13.88
C11orf82	0.0
PCF11	11.68
PKNOX2	26.86
LRR1	0.21
C10orf10	16.66
JMJD6	15.43
ZNF22	1.57
KLHDC2	40.84
EML5	3.23
NEMF	20.4
RPUSD4	21.5
ARF6	20.01
TTC8	15.18
TMEM63C	21.58
NGB	9.2
NOXRED1	0.0
POLB	5.68
CDX2	0.0
AMER2	53.42
DRGX	0.0
NUDT5	7.09
DACT1	8.01
OXGR1	1.15
UCMA	0.47
BEND7	2.33
TAF3	2.72
VSTM4	3.02
VDAC2	83.48
SOHLH1	14.39
SLC18A2	0.52
PDZD8	7.82
WIPI1	17.87
ZNF503	18.26
QSOX2	8.03
NSD1	5.23
ENOX2	2.94
CLEC1B	0.0
SNAPC4	10.01
TMEM52B	2.03
PMPCA	40.92
FRMPD1	0.98
FRMD7	0.16
AK8	4.55
C9orf9	18.72
GFI1B	0.14
FAM69B	61.5
ZMYND19	22.0
STOX1	3.17
GBA2	85.49
RET	6.21
BMS1	2.21
STK32C	135.77
KIAA1462	11.93
METTL17	20.16
SLC39A2	0.0
NDST1	53.9
NDRG2	1326.81
ARHGEF40	19.55
ZNF219	17.32
C12orf50	0.9
CASP7	1.29
C10orf118	0.67
ITGA2B	3.46
VWA2	1.45
SALL2	34.83
TRUB1	6.22
FAM194B	0.24
ZFYVE1	21.47
C10orf82	0.78
HSPA12A	46.4
AP3M2	26.66
ANKRD2	4.26
E2F7	0.0
ARHGAP42	0.56
ISCA2	11.11
OTOGL	0.25
GYLTL1B	3.08
PACSIN3	42.28
SLC39A13	31.05
CNGB1	14.7
AGBL2	0.26
TC2N	1.02
CPSF2	2.13
SERPINA12	0.0
CLMN	6.24
ST6GALNAC2	1.79
SLC6A5	0.0
CCDC38	0.0
NELL1	36.95
PTER	1.69
C1QL3	36.1
CACNB2	26.93
PTPLA	2.19
ARL5B	0.47
CHAT	0.0
KCNC2	31.54
ABTB2	12.87
R3HCC1L	1.12
AMOTL1	7.39
HTRA1	199.02
LIPC	1.8
CEP57	2.68
TCP11L2	6.72
TMCO5A	0.0
GPR176	25.01
JAM3	86.5
IL25	0.0
CMTM5	98.62
ADAMTS15	0.62
SVOP	194.6
SPATA19	0.55
TESK2	4.22
GPT2	104.14
AMN	1.77
RAB8B	7.1
IKBIP	0.25
PPP1R14D	0.0
FBN1	5.99
C16orf80	45.02
AVPR1A	0.68
LRTM2	49.89
TRMT61A	26.38
BTRC	20.24
POLL	28.18
DPCD	21.34
LARP6	68.75
API5	17.08
ASPG	0.38
ALKBH3	5.64
COPS2	5.57
GABRB3	83.21
TBATA	0.0
SGPL1	8.57
FRS2	6.23
CCT2	27.6
PCBD1	25.87
ARIH1	91.65
C16orf71	0.39
CLMP	0.77
SCN3B	85.6
STPG1	9.72
ASB4	1.47
ZNF202	4.47
FAM227B	1.01
CUL5	2.97
CAMK2A	1114.76
PLEKHF1	5.49
TMEM100	3.53
SMPD1	45.1
APBB1	571.29
SYNPO2L	0.3
NUDT13	0.56
C11orf65	0.0
TRIM44	36.34
CCDC182	0.0
ILK	104.32
TPP1	123.39
DCHS1	9.17
NETO1	54.28
USP54	48.04
RAG1	0.09
C11orf74	8.84
WDR88	1.03
ATP9B	46.98
PPFIBP2	26.89
CYB5R2	17.68
SERPINB7	0.0
KIAA0355	19.6
SERPINB8	4.64
TUB	38.29
RIC3	10.39
OSBPL3	2.79
WDR72	0.0
CRABP1	26.17
PLD4	20.16
TRIM66	2.89
RNF169	1.15
EPHA8	4.37
CDYL2	5.18
TMEM130	516.83
PRTG	0.53
CENPN	6.66
AKIP1	18.55
C16orf46	2.21
TMEM41B	9.02
LEO1	1.24
SLC12A3	0.0
ZNF143	15.6
TMX3	11.17
WEE1	0.06
PRKCB	114.77
HDGFRP3	25.49
MCM7	44.31
CLEC3A	0.0
RAD18	0.65
CCDC68	0.57
CLEC4E	0.64
ZNF3	4.33
ZSCAN21	2.9
TK2	27.34
TMED3	34.31
ATP2B1	33.07
SLC38A8	2.62
CPLX4	0.0
GALR1	1.33
TMEM135	4.08
IQCD	0.25
NDEL1	52.3
CENPV	19.95
CDH16	0.0
RRAD	6.35
WDR16	3.62
HSP90B1	45.13
MC4R	0.24
BLCAP	153.38
SERPINB12	0.0
ATF7IP2	2.36
TVP23A	5.21
NCK2	42.32
TMPRSS5	7.88
COG1	67.4
PLEKHA7	5.92
B2M	222.43
ZNF592	14.25
CASC4	30.3
HTR3A	1.2
NNMT	6.49
AP1G1	28.06
MAP4K4	106.57
SAAL1	7.37
YPEL4	66.97
PPIB	111.93
MGAT4A	3.85
KIF7	2.28
LDHD	37.14
PLIN1	2.28
ANPEP	0.79
SCNN1G	0.12
RBPMS2	3.24
NAV2	16.09
ANKDD1A	17.13
DCTN5	24.14
TERF2IP	86.6
PLK1	5.2
GPR182	0.0
ZBTB39	0.73
WDR1	177.51
CACNG2	4.93
TAC3	7.7
MYO1A	0.72
OR4D6	0.0
NAB2	28.81
VPS39	32.66
STAT6	38.62
PATL1	4.65
SNX13	11.11
XRCC6BP1	7.91
ELFN2	53.25
STX3	4.96
PIP4K2C	44.09
MTMR10	11.39
SCG5	108.48
GREM1	2.9
TSC22D4	263.75
MS4A14	0.23
MS4A5	0.0
DIS3L	8.69
EPB42	0.22
TGM6	0.0
SMAD3	21.88
MS4A15	0.0
MAP1A	221.28
AKTIP	48.99
EVA1C	11.21
RPS6KA2	41.87
CNPY4	6.87
C15orf43	0.0
NKX3-1	0.0
SGSM1	18.93
TEF	85.98
ING3	0.79
B4GALNT2	0.0
PBX3	6.2
GNGT2	0.0
PHB	150.16
SNRPD1	11.0
TTC16	0.35
SUN5	0.0
SAMD14	33.38
PIP5KL1	3.57
VASH1	22.05
BPIFB6	0.0
FAM102A	139.57
ACSF2	14.84
COQ4	42.33
SLC27A4	68.33
URM1	45.61
CERCAM	247.32
DOLPP1	13.2
LMCD1	9.44
PRRX2	0.0
C15orf39	4.48
SP2	18.31
PRR15L	0.45
GPRC5B	547.47
CRK	27.1
FBXO22	20.16
TBC1D2B	7.71
NOD2	0.07
SNX20	0.31
LOXHD1	0.54
KATNAL2	2.78
SEL1L	20.87
RNF214	12.76
DUS2	4.95
ENGASE	25.07
RBFOX3	174.17
TBC1D16	24.28
ENTHD2	28.6
MYO5B	1.32
ACAA2	10.23
STIM1	145.99
RRM1	5.9
OR51E2	0.0
MMP26	0.0
OR51I1	0.0
ZNF668	13.1
ZNF646	5.52
GNG8	6.03
TCF3	75.47
SMG8	3.6
TPM4	95.98
RAB8A	19.9
GPX4	727.31
MIDN	31.53
FAM129C	1.92
KLHL26	80.67
TRIB2	14.4
ANKRD11	104.11
ZNF641	3.99
LALBA	0.0
CACNB3	106.18
DAZAP1	52.97
DHRS13	5.86
KMT2D	44.01
CORO6	42.84
MBD3	83.0
CYP2S1	2.51
AXL	29.69
NFKBID	5.87
TMC4	2.0
TTYH1	748.83
LENG8	138.58
CRLF1	65.48
TMEM145	70.89
ZNF526	5.72
TRAPPC9	79.33
PPP1R14A	263.5
SPINT2	145.08
HLTF	5.03
ATCAY	140.95
LY6D	2.18
DAPK3	77.97
EEF2	1265.45
CHAF1A	10.82
HDGFRP2	64.11
PLIN4	2.92
SEMA6B	251.28
FAM57A	10.04
GLOD4	29.97
MFSD3	56.56
GPT	25.37
KIFC2	158.58
SLC43A2	58.5
RILP	8.18
FAM3A	103.18
SERPINF2	1.65
WDR81	15.65
CYB5D2	39.49
KLK5	1.07
CPSF1	88.0
KLK11	4.23
ACER1	0.52
OTUB1	231.9
MYO3B	0.21
CABP2	0.0
NDUFV1	586.41
CDK2AP2	33.28
CYBRD1	15.93
TBX10	0.0
HID1	89.9
ICT1	9.75
CDH19	1.23
TMEM88	3.63
SRP68	27.62
MGAT5B	69.28
TMC8	3.7
TMEM68	4.18
SLC6A15	15.19
GHDC	21.05
SOST	0.15
ZNF598	25.41
RAB26	67.14
MLST8	116.46
E4F1	57.08
DNASE1L2	5.67
CASKIN1	205.97
RDH11	65.55
KCTD5	9.55
SRRM2	213.55
NLRC3	2.03
DDB1	109.74
OSBPL7	14.3
BEST1	19.16
BSCL2	510.56
POLR2G	89.26
SLC3A2	159.8
C11orf84	23.93
ATG16L2	21.69
C2CD3	16.51
TRANK1	7.81
TTC21A	6.95
LPHN1	212.12
ENTPD3	6.67
CTNNB1	96.17
ULK4	0.65
FADD	7.13
LTBP3	194.35
NAALADL1	1.59
SF1	282.36
SPP2	0.0
CCDC88B	6.36
SCARA3	107.02
SCARA5	5.63
PNOC	7.19
PAFAH1B2	23.2
ANKS3	24.72
ACTN1	147.98
NUDT16L1	83.72
RAB4A	35.76
KCNJ4	138.53
SETD5	25.03
FAM83B	0.0
ZFYVE26	4.23
DDIT4	40.16
LMBRD1	10.99
ZCCHC4	1.51
TTC39C	3.4
GNG4	22.31
RPS6KA6	0.63
UBTD2	3.17
NKIRAS2	11.49
KCNV2	0.62
IRF2BP2	56.2
PTF1A	0.45
NT5DC2	36.65
FOXI1	0.0
SMIM4	26.34
EPN2	81.5
KIF5C	82.05
MGAT2	3.07
THAP11	32.58
PXK	41.91
KCTD6	6.78
ACOX2	4.42
IRF2	6.89
MOBP	137.01
CX3CR1	14.29
C8orf22	0.0
XIRP1	0.33
LIMS2	35.68
ARF4	36.51
FILIP1L	0.73
MFSD2A	23.37
TAP1	6.66
ING5	20.53
ATG4B	104.59
BDKRB2	2.15
ASIC4	7.92
RFWD3	3.49
MTNR1A	0.54
KCNG4	0.0
RHOH	1.55
COG7	18.5
CDC40	4.62
SCNN1B	0.13
TMEM98	55.93
SPEG	58.79
HR	35.52
RAB31	62.79
REEP4	8.69
TNXB	3.73
LGI3	185.89
SFTPC	9.85
BMP1	8.73
LNX1	22.85
POLR3D	6.87
FEN1	15.57
SDPR	3.18
SOGA2	9.03
GBX2	0.55
HFE2	0.0
ALDH3A2	44.08
MYL1	0.0
TRAPPC11	6.28
CHRM1	123.57
COL3A1	1.52
ING2	9.1
CDKN2AIP	8.56
SNRNP48	0.81
SLC20A2	67.9
DYNLRB2	2.26
TMUB2	34.57
STAT3	17.3
ZSWIM1	9.84
ADAM18	0.0
GDNF	0.18
SREBF1	190.87
AXIN2	16.48
VWA3B	1.04
FAM84B	3.11
LDLRAD4	51.05
KCTD19	1.19
SLC16A4	0.34
IL7R	1.15
TMEM208	33.59
AHCYL1	168.99
PKIG	106.91
NPNT	4.45
CA7	11.15
FAM178B	16.92
SEMA4C	47.09
CNNM3	18.55
TET2	2.75
CXXC4	2.61
AFF4	8.82
TCTN2	5.43
SHOX2	0.47
PPIP5K1	33.71
TSPAN5	30.67
ABHD15	1.62
ZBTB5	1.9
SNTB2	5.73
IL12A	0.0
ZNF507	2.01
NSG1	85.09
ZBTB49	2.6
GFM1	14.94
ATOH8	3.52
SOX14	0.0
MPP5	4.97
SFTPB	0.58
USP39	18.75
TNIP2	8.41
TMEM150A	13.38
RHOBTB1	3.44
ZNF608	9.25
SLC35G2	3.72
INPP5D	19.57
LETM1	37.04
TMEM129	71.23
PPIC	4.75
SPRY3	0.7
CEP120	3.17
STXBP6	19.61
TM4SF20	0.28
CPLX1	441.29
PXDC1	10.81
E2F6	7.13
FEM1B	25.31
COMMD8	2.72
MFSD7	3.49
MAP2K1	75.98
KLK7	18.3
IRS1	5.03
MECP2	15.89
AR	1.07
MARK2	40.88
DHRSX	7.8
C8orf46	75.45
HSPBAP1	2.27
PARM1	20.13
FAM110B	16.17
AFAP1L2	21.12
HMMR	0.5
GOT1L1	0.0
ZBTB43	3.49
CPT1C	107.63
XPO6	132.75
GSG1L	16.45
APEX2	7.36
CHFR	21.55
NSMCE1	54.02
CCDC126	2.14
RAB3B	4.74
CD2BP2	35.2
RSPO1	1.38
RGS14	59.77
TBC1D10B	59.81
TRHDE	3.58
RAB24	93.77
THBS3	15.05
CA5B	2.54
SLC50A1	8.67
EFNA1	24.07
CXCL10	0.3
SH3TC2	4.04
P4HA2	14.78
NMD3	9.36
ADRB2	2.34
B3GALNT1	23.37
GPRIN1	28.77
KCNAB1	32.47
SHE	1.78
NFATC3	2.3
NR0B1	1.14
STK32A	2.16
IL1RAPL1	1.96
P2RY12	6.71
PDILT	0.0
UMOD	0.0
GP2	0.09
SLC33A1	3.26
SNUPN	13.35
CRADD	5.58
SIN3A	16.77
ARL13B	1.9
PTK2	73.12
PTAFR	3.13
ACADVL	228.41
PTPN9	20.51
KCNK9	11.01
IL8	2.87
SCN9A	0.33
RASSF6	0.16
COL22A1	0.38
SDC2	18.01
MAP3K14	6.96
STK10	6.93
OR4K14	0.0
TM2D2	25.67
HTRA4	0.86
PLEKHA2	13.33
GPR183	1.41
FBXW11	40.95
METTL15	1.77
ZEB2	52.6
GJB1	54.17
CLIC3	2.68
BNC1	0.0
DFFB	10.08
ACAP1	9.38
ANTXR1	8.46
GKN1	0.44
APLF	0.57
LUZP1	7.52
HEXDC	28.24
CRMP1	154.24
DRD5	7.48
SPNS1	27.49
LRRC45	8.64
CHRNA5	0.35
AGPAT2	11.62
GP9	0.4
FASN	317.5
EVC	1.43
CNBP	155.95
GPS1	140.08
LDB2	84.46
NRG4	1.24
DERL2	7.15
C15orf27	7.25
NLGN1	8.09
TAPT1	8.45
TAS2R1	0.0
LINGO1	462.01
BTD	9.56
CSGALNACT2	2.93
TACR3	0.0
GSX1	0.0
SIDT1	9.39
PCDH7	54.78
ONECUT1	0.22
AVEN	1.3
P2RY1	2.6
CTNND2	493.26
MUC17	0.0
AHSP	0.0
NDE1	11.91
TPST1	7.59
TM4SF4	0.0
S100G	0.0
MRVI1	14.65
OTUD7A	29.17
KLF13	42.4
FRMPD4	7.34
ZFPM2	3.52
TAS1R3	1.08
TMEM42	27.84
MAP3K2	3.52
TMEM38A	47.18
SF3B5	120.87
TIGD4	0.0
NLGN2	130.0
CHD3	257.72
AP1M1	131.59
ALCAM	31.21
UBE2E3	30.67
CNTROB	24.48
TRAPPC1	168.19
ZPLD1	0.0
KCNAB3	7.02
GPR37L1	44.39
TMEM192	2.7
NSG2	299.43
SERPINA6	0.0
NIPA1	67.55
UBE2E1	22.35
SIK2	10.13
RNF150	4.4
VGLL2	0.0
HOXD4	0.0
XRCC1	31.05
CHRNB1	12.07
USP38	3.26
SLC16A5	1.69
ANKK1	0.41
ADRA1B	11.03
ADPRM	1.4
FABP6	20.46
SCARB1	93.37
PWWP2A	8.17
USP50	0.0
USP47	9.78
PDCD6IP	48.8
ZNF212	3.83
FAM161A	0.59
ZNF282	10.02
CYP2W1	0.08
FAXDC2	54.89
CRTAP	15.21
CNGB3	0.0
CMTM8	4.16
MCM2	4.69
STX8	22.64
NFRKB	10.82
PRDM10	13.08
FOS	164.71
SETMAR	4.05
MOV10L1	1.64
EMX2	16.85
SEMA3E	6.04
LRRN2	48.51
SLC30A1	3.09
DCLK2	28.03
GPRC5C	16.18
TMEM182	5.17
PANX2	75.37
VSTM2A	59.4
KRT78	0.0
ADORA2B	5.89
METTL7B	0.67
NFXL1	2.26
SELO	32.27
DENND5B	6.84
CD14	10.25
DNAJC18	11.08
AC005280.1	4.68
RALGAPB	6.51
