GENE_NAME	human
FAIM3	3.36
PIGR	0.0
REEP1	11.4
CAPN2	46.52
WDR26	37.22
REL	1.66
PUS10	1.31
KIAA1841	4.15
ATP11A	18.94
RFTN2	3.03
DISC1	2.52
LRRTM1	0.12
MEMO1	23.91
DPY30	29.03
TYW5	2.23
KCNF1	0.03
PQLC3	6.91
POLR1A	3.29
FAM84A	0.52
KCNJ3	2.05
NEUROD1	0.0
FRZB	2.41
DUSP19	3.71
CCDC104	16.54
CCDC138	0.39
LAPTM4A	191.88
ZSWIM2	0.0
FBXO41	0.26
ACTG2	3.53
VSNL1	8.43
ADCK3	145.98
SLC16A14	0.93
EN1	0.0
TTC7A	2.63
SGCB	51.21
SPATA18	1.28
NOSTRIN	12.57
SGPP2	8.51
INHBB	3.8
XIRP2	171.56
SMARCAD1	5.11
HPGDS	1.33
IP6K2	16.88
PDLIM5	505.15
STPG2	0.0
NEURL3	0.0
RPRD2	9.51
ANKRD23	2.89
CTSS	16.2
MSX1	1.83
MYCBP2	15.33
TNFAIP8L2	1.24
LYSMD1	6.99
SCNM1	8.26
TMOD4	0.0
VPS72	13.09
ERCC3	9.99
RNF149	15.77
IWS1	17.08
SRBD1	3.92
SPRR3	0.0
DHX57	4.07
BMP10	2.44
ARHGAP25	3.16
S100A12	3.9
TGFA	0.95
TDRD10	1.38
KIF2A	5.07
CCNYL1	5.78
FZD5	1.1
C1orf189	0.2
NPPC	0.42
GNPDA2	10.02
GABRG1	0.0
GABRB1	0.85
PAQR3	5.76
NIPAL1	0.02
ANTXR2	35.84
HELQ	6.02
GPR155	6.66
DAPL1	0.19
PMVK	19.61
PBXIP1	24.43
CLDN1	0.41
PYGO2	6.0
HIPK1	17.45
DCST2	0.0
DCST1	0.0
COL6A3	35.44
KBTBD8	3.28
FAM19A4	0.08
EOGT	13.92
LMOD3	110.5
APOA1BP	49.72
POGLUT1	3.85
SLC22A15	4.6
CCKAR	0.0
ATP1A1	155.02
EIF4E3	33.1
SIRT2	37.46
PROK2	0.28
LRRC58	5.97
FSTL1	104.08
LMOD1	12.73
ELF3	0.09
IGFBP7	436.82
TRIM46	0.07
ARPC2	108.89
TSACC	0.32
TMEM79	0.62
SSR2	47.31
RNF25	4.95
STK36	1.35
ADORA1	2.42
NEK10	5.29
FEV	0.0
IHH	0.0
KIAA1524	0.92
EOMES	0.09
TGFBR2	112.0
PYGM	49.99
ANKZF1	6.91
TRAT1	0.12
FBLN2	28.35
GLB1L	0.99
STT3B	57.25
NFASC	3.12
FCRL1	0.05
FBXL3	27.11
SERPINI1	5.52
CLASP2	30.4
SUCLG1	165.76
NUAK2	0.23
SPTA1	0.0
PRKCI	6.79
EFHB	0.46
FABP1	0.0
ICA1L	2.1
CTLA4	0.13
ICOS	0.08
RYBP	6.47
GTPBP8	12.4
C3orf17	12.49
TRPC7	0.0
SPICE1	1.83
KIAA1407	0.38
CADPS	8.08
NKX6-1	0.01
CDS1	0.26
WDFY3	10.62
COX18	8.11
SYNPR	0.64
ALB	1.05
C3orf49	0.23
ATXN7	4.95
PSMD6	55.26
PRICKLE2	2.13
ADAMTS9	10.59
PPM1K	102.32
FAM194A	0.05
CLRN1	0.0
GMPS	17.15
GPR116	51.54
TIPARP	41.6
CCNL1	13.63
PTX3	2.92
DCLK3	0.04
SLMAP	211.57
RPP14	22.23
ABHD6	3.8
DNASE1L3	1.81
SDK2	0.4
C3orf67	0.08
APBB2	10.58
IL17RE	0.25
IL17RC	7.87
CRELD1	19.35
PRRT3	0.16
FANCD2OS	0.0
PCOLCE2	50.73
ADAM7	0.0
MTMR14	25.08
TTC14	4.74
MTHFD2L	7.91
RCHY1	27.55
CCDC158	0.35
CPA3	2.62
HPS3	3.18
TM4SF18	11.86
NUP133	14.34
RYK	22.71
TCF23	0.0
DNAJC5G	0.33
UCN	0.37
ZNF513	1.91
PLB1	0.82
KIAA1143	11.76
KIF15	0.72
WDR43	7.49
ZDHHC3	26.69
CDCP1	0.28
CLEC3B	22.86
FYCO1	84.33
VPS35	40.96
ELP6	7.42
FBXO40	81.61
DTX3L	7.34
ZNF148	13.75
NMNAT3	4.52
SMIM12	17.47
ITGAL	1.18
TPRA1	6.09
YEATS2	3.02
GRIK3	0.37
ZC3H12A	1.47
DNALI1	1.66
POLR2H	11.54
KLF15	26.23
CCDC37	0.0
BCL3	6.12
CAMK2N2	0.0
LIPH	0.22
TMEM41A	4.61
HEYL	9.77
IFT122	4.68
RHO	0.0
RFC4	5.56
KCNAB2	5.92
BAP1	17.73
PRKCD	5.9
SFMBT1	4.59
GNL3	18.96
PBRM1	17.83
UVSSA	2.01
FAM208A	12.9
ARHGEF3	5.73
SLBP	9.86
ZDHHC19	0.09
SLC51A	6.07
PIGX	8.49
MFI2	1.18
S100P	0.35
GAL	0.0
ABLIM2	6.28
EXO5	2.07
CLDN19	0.0
ERMAP	2.25
SGMS2	8.48
METAP1	37.62
EMCN	21.13
SLC9B1	0.17
SLC9B2	3.61
BDH2	20.42
CDC25A	0.45
PLXNB1	10.66
CCDC51	4.98
SPRY1	24.28
BSN	0.08
APEH	33.51
INTU	1.12
RNF123	9.62
HSPA4L	3.77
C4orf29	11.82
MAOB	85.72
CAMKV	0.0
MON1A	2.26
MST1R	0.28
TEX264	14.25
DUSP7	7.45
POC1A	0.59
PPM1M	4.04
ETNPPL	2.91
RORA	6.76
PITX2	0.08
PRSS12	0.05
NDST3	0.04
SAP30	8.59
SCRG1	0.24
HAND2	19.85
ANXA5	96.76
ADAD1	0.0
GUCY1A3	24.83
FBXO8	17.19
CEP44	4.32
HPGD	2.56
ASB5	2.43
C4orf45	0.24
TMEM144	7.41
PDK2	75.96
TGFBR3	20.58
FAM198B	44.23
NPY1R	1.13
NPY5R	0.14
NAA15	11.85
IL15	2.45
FAM160A1	3.12
KIAA0947	7.56
HHIP	0.15
ANAPC10	6.85
ABCE1	17.12
PRMT10	3.59
ITGA2	1.66
SLC45A2	0.02
EDIL3	13.47
ELOVL7	2.01
NDUFAF2	30.12
LMBRD2	6.44
RANBP3L	1.91
NIPBL	11.64
SLC25A46	38.72
PGGT1B	6.87
HES2	0.03
F2RL2	0.32
CCDC112	2.91
C5orf63	2.9
F2RL1	1.22
WDR41	13.29
NEDD4	3.8
SCGB3A2	0.0
HTR4	0.16
ESM1	0.04
ARSK	2.98
RHOBTB3	23.34
PIGB	2.56
SERINC5	3.84
ENPP6	0.11
PRIMPOL	5.45
ERAP1	15.75
CMYA5	414.01
EGFLAM	8.77
KIAA1430	6.23
TMEM174	0.0
CARTPT	0.0
RICTOR	10.99
PAPD4	13.91
EBF1	5.33
UBLCP1	11.9
FAM170A	0.12
UTP15	4.35
GNB5	4.16
TLR3	1.6
KLKB1	0.45
GFM2	23.7
TERT	0.0
CCDC127	3.45
GPR111	0.0
SEPT8	12.41
GDF9	0.08
LEAP2	0.49
SLC35A1	8.54
GRIK2	3.71
FABP7	0.07
TLX3	0.03
TXLNB	84.39
FAM26D	0.0
T	0.0
CREBRF	13.0
DCBLD1	2.4
SFXN1	10.98
SAMD3	0.22
ITGA3	4.55
TMEM200A	0.17
IL22RA2	0.04
DACT2	0.22
PDSS2	10.54
STXBP5	5.23
IL31RA	0.11
PI16	12.8
LRP6	5.48
TBX20	8.03
DAGLB	2.62
KIAA0895	1.54
STK17A	17.84
TRA2A	21.23
GALNT10	5.19
SAP30L	16.46
HCN1	0.1
MYOZ3	1.92
COG5	24.01
GUCY2C	0.05
NEUROD6	0.0
C7orf60	9.4
GPR85	0.31
SLU7	21.34
CAMLG	14.42
BMPER	0.65
RELL2	0.1
KCNK5	0.19
KIF6	0.41
SLC29A4	0.45
C7orf62	0.0
CDCA7L	13.43
SP8	0.0
MIOS	13.39
KIAA1324L	4.5
USP49	1.08
SYTL3	4.62
PHRF1	3.9
IQUB	0.14
HEY1	13.07
ZNF704	13.16
SHH	0.0
FNDC1	0.61
CHMP4C	1.58
SLC13A4	0.44
IKBKAP	8.49
PGAM2	209.34
BRI3	99.1
LMTK2	9.46
CTSB	305.24
ADCY1	1.63
SUN3	0.0
NUCB2	55.72
C7orf57	0.0
HNF4G	0.0
RAD21	84.62
MED30	5.19
TNFRSF11B	3.32
SBSPON	1.0
PHKG1	9.11
EN2	0.06
KCNV1	0.04
CSMD3	0.0
SPIDR	6.05
ORC5	3.48
OSGIN2	6.55
SUN1	47.81
OXR1	24.13
PTPN3	29.7
TMEM74	0.36
GPR146	6.23
GPER1	1.5
UNCX	0.0
NOS3	2.76
MICALL2	1.11
CA3	5.59
SPTB	21.41
SLC4A2	14.15
TMUB1	7.25
GBX1	0.07
DAPP1	0.51
FZD6	6.06
CTHRC1	1.61
TP53INP1	7.11
INTS8	16.67
KIAA1429	8.74
FGF10	0.88
FREM1	1.22
GEM	12.07
PDP1	23.49
TMEM67	26.53
KIAA0196	13.79
FAM219A	6.63
C9orf24	6.01
SNAPC3	15.95
SLC44A1	10.63
PSIP1	19.44
ABCA1	3.02
TMEM260	1.79
FXN	23.03
ZMAT4	0.78
NKX6-3	0.0
TMEM71	12.44
MAMDC2	5.7
CPA6	0.0
C8orf34	0.26
TMC1	0.02
SMG6	7.6
KDM1B	4.99
HGSNAT	13.17
RASEF	0.03
GKAP1	12.91
KIF27	2.58
C9orf64	5.24
SSMEM1	0.0
TRPV6	0.04
EXOC5	28.53
C7orf34	0.0
ANKS6	1.18
ZHX1	18.11
CXorf22	0.02
CYBB	11.93
MID1IP1	7.7
CLTCL1	2.61
C9orf84	0.08
CXorf58	0.23
KIAA1958	1.05
PTCHD1	0.13
RNF183	0.04
ASB11	31.99
PCDH19	0.33
PIGA	2.39
FIGF	5.28
OR1Q1	0.0
FGF22	0.0
STRBP	7.78
GAPVD1	11.19
WNK2	38.58
ATP7A	2.11
ZNF367	2.14
HDX	0.52
FSTL3	14.61
NOL6	5.42
AQP3	9.2
TRMT10B	2.21
VCP	108.65
PIGO	2.85
STOML2	67.36
BRWD3	1.89
SLITRK5	0.03
ARMC3	0.0
OTUD1	48.14
ARHGAP12	12.61
FAT3	0.44
HECTD2	2.21
FBXO33	4.12
GPR101	0.0
CLDN2	0.02
LAMP2	43.35
LRFN5	0.25
LRRC18	0.0
WRN	2.38
MARCH8	20.26
TSHR	0.04
GTF2A1	8.07
ZCCHC24	21.63
MNT	1.57
PGM2L1	1.1
PHYHIPL	0.32
SLC16A9	0.41
INPPL1	30.03
PHOX2A	0.0
GJB2	0.16
CRYL1	11.25
REEP3	11.5
HEPACAM	0.08
MICU2	56.69
C11orf82	0.26
PCF11	7.63
PKNOX2	1.02
LRR1	3.49
C10orf10	45.24
JMJD6	16.04
ZNF22	9.51
KLHDC2	56.29
EML5	1.08
NEMF	16.88
RPUSD4	16.92
ARF6	17.61
TTC8	4.14
TMEM63C	1.33
NGB	0.0
NOXRED1	0.01
POLB	21.87
CDX2	0.0
AMER2	0.0
DRGX	0.0
NUDT5	6.53
DACT1	1.74
OXGR1	0.21
UCMA	0.0
BEND7	7.24
TAF3	5.99
VSTM4	8.73
VDAC2	281.42
SOHLH1	0.0
SLC18A2	4.33
PDZD8	7.76
WIPI1	46.57
ZNF503	1.65
QSOX2	3.08
NSD1	7.49
ENOX2	5.98
CLEC1B	0.02
SNAPC4	0.87
TMEM52B	0.0
PMPCA	24.84
FRMPD1	0.59
FRMD7	0.03
AK8	0.01
C9orf9	1.86
GFI1B	0.08
FAM69B	5.4
ZMYND19	4.7
STOX1	0.34
GBA2	21.36
RET	0.42
BMS1	6.25
STK32C	1.71
KIAA1462	11.71
METTL17	18.41
SLC39A2	0.0
NDST1	13.44
NDRG2	170.6
ARHGEF40	4.17
ZNF219	11.2
C12orf50	0.04
CASP7	6.1
C10orf118	8.37
ITGA2B	0.11
VWA2	0.01
SALL2	1.6
TRUB1	10.01
FAM194B	0.21
ZFYVE1	5.8
C10orf82	0.13
HSPA12A	5.0
AP3M2	4.72
ANKRD2	78.78
E2F7	0.04
ARHGAP42	3.03
ISCA2	17.91
OTOGL	0.32
GYLTL1B	0.1
PACSIN3	41.03
SLC39A13	8.89
CNGB1	0.01
AGBL2	0.05
TC2N	4.7
CPSF2	10.44
SERPINA12	0.0
CLMN	3.06
ST6GALNAC2	3.05
SLC6A5	0.0
CCDC38	0.03
NELL1	0.0
PTER	8.45
C1QL3	0.64
CACNB2	11.74
PTPLA	65.61
ARL5B	5.26
CHAT	0.0
KCNC2	0.0
ABTB2	3.89
R3HCC1L	2.39
AMOTL1	13.04
HTRA1	40.45
LIPC	0.33
CEP57	10.33
TCP11L2	40.61
TMCO5A	0.0
GPR176	1.51
JAM3	19.34
IL25	0.0
CMTM5	4.69
ADAMTS15	2.8
SVOP	2.32
SPATA19	0.0
TESK2	0.85
GPT2	4.16
AMN	0.0
RAB8B	9.49
IKBIP	5.57
PPP1R14D	0.0
FBN1	32.45
C16orf80	18.83
AVPR1A	1.38
LRTM2	0.0
TRMT61A	1.03
BTRC	13.42
POLL	4.47
DPCD	11.85
LARP6	34.65
API5	20.86
ASPG	3.71
ALKBH3	6.2
COPS2	54.31
GABRB3	1.36
TBATA	0.0
SGPL1	4.08
FRS2	6.47
CCT2	34.5
PCBD1	63.54
ARIH1	21.75
C16orf71	0.18
CLMP	2.7
SCN3B	0.59
STPG1	1.73
ASB4	3.2
ZNF202	2.14
FAM227B	12.12
CUL5	14.94
CAMK2A	7.45
PLEKHF1	4.38
TMEM100	16.37
SMPD1	21.99
APBB1	25.84
SYNPO2L	119.28
NUDT13	2.96
C11orf65	0.27
TRIM44	18.25
CCDC182	0.0
ILK	80.04
TPP1	48.71
DCHS1	2.64
NETO1	0.92
USP54	6.58
RAG1	0.51
C11orf74	25.62
WDR88	0.18
ATP9B	3.69
PPFIBP2	4.43
CYB5R2	0.86
SERPINB7	0.0
KIAA0355	7.75
SERPINB8	2.43
TUB	9.32
RIC3	3.64
OSBPL3	0.98
WDR72	0.06
CRABP1	0.13
PLD4	0.04
TRIM66	0.84
RNF169	3.41
EPHA8	0.01
CDYL2	0.79
TMEM130	0.22
PRTG	0.22
CENPN	5.37
AKIP1	8.99
C16orf46	0.65
TMEM41B	9.36
LEO1	4.67
SLC12A3	0.0
ZNF143	7.36
TMX3	16.63
WEE1	30.18
PRKCB	1.05
HDGFRP3	25.01
MCM7	10.46
CLEC3A	0.04
RAD18	0.85
CCDC68	7.62
CLEC4E	2.28
ZNF3	6.84
ZSCAN21	3.13
TK2	8.94
TMED3	9.12
ATP2B1	4.86
SLC38A8	0.9
CPLX4	0.0
GALR1	0.05
TMEM135	5.74
IQCD	0.38
NDEL1	12.54
CENPV	5.03
CDH16	0.06
RRAD	20.42
WDR16	0.0
HSP90B1	136.5
MC4R	0.0
BLCAP	32.84
SERPINB12	0.0
ATF7IP2	25.12
TVP23A	0.24
NCK2	17.15
TMPRSS5	0.22
COG1	17.16
PLEKHA7	5.0
B2M	2143.72
ZNF592	5.26
CASC4	16.59
HTR3A	0.05
NNMT	44.29
AP1G1	11.78
MAP4K4	41.06
SAAL1	3.72
YPEL4	0.16
PPIB	56.76
MGAT4A	6.49
KIF7	0.8
LDHD	22.43
PLIN1	5.87
ANPEP	1.93
SCNN1G	0.03
RBPMS2	112.65
NAV2	4.25
ANKDD1A	0.81
DCTN5	12.07
TERF2IP	33.85
PLK1	0.25
GPR182	0.0
ZBTB39	1.41
WDR1	56.68
CACNG2	0.0
TAC3	0.0
MYO1A	0.01
OR4D6	0.0
NAB2	3.51
VPS39	19.03
STAT6	15.98
PATL1	13.01
SNX13	19.31
XRCC6BP1	2.76
ELFN2	0.01
STX3	6.33
PIP4K2C	7.89
MTMR10	17.87
SCG5	0.18
GREM1	0.43
TSC22D4	14.34
MS4A14	0.99
MS4A5	0.0
DIS3L	18.01
EPB42	0.23
TGM6	0.0
SMAD3	7.03
MS4A15	0.0
MAP1A	17.53
AKTIP	46.49
EVA1C	14.25
RPS6KA2	33.19
CNPY4	4.74
C15orf43	0.0
NKX3-1	2.12
SGSM1	3.9
TEF	10.1
ING3	8.92
B4GALNT2	0.0
PBX3	35.34
GNGT2	0.63
PHB	56.02
SNRPD1	10.68
TTC16	0.14
SUN5	0.0
SAMD14	0.35
PIP5KL1	0.26
VASH1	3.84
BPIFB6	0.0
FAM102A	2.26
ACSF2	5.99
COQ4	11.06
SLC27A4	5.21
URM1	22.95
CERCAM	2.83
DOLPP1	1.57
LMCD1	13.67
PRRX2	0.24
C15orf39	1.55
SP2	7.32
PRR15L	0.0
GPRC5B	27.22
CRK	24.8
FBXO22	8.67
TBC1D2B	4.04
NOD2	0.34
SNX20	0.45
LOXHD1	0.18
KATNAL2	1.49
SEL1L	22.47
RNF214	7.06
DUS2	1.96
ENGASE	3.09
RBFOX3	0.02
TBC1D16	3.78
ENTHD2	2.0
MYO5B	0.57
ACAA2	187.03
STIM1	13.34
RRM1	12.16
OR51E2	0.05
MMP26	0.0
OR51I1	0.0
ZNF668	1.0
ZNF646	1.38
GNG8	0.0
TCF3	5.15
SMG8	4.43
TPM4	61.73
RAB8A	6.8
GPX4	113.57
MIDN	15.75
FAM129C	0.08
KLHL26	1.66
TRIB2	23.25
ANKRD11	16.24
ZNF641	7.05
LALBA	0.0
CACNB3	1.35
DAZAP1	30.08
DHRS13	0.38
KMT2D	7.62
CORO6	18.03
MBD3	12.97
CYP2S1	0.45
AXL	7.01
NFKBID	0.75
TMC4	0.97
TTYH1	0.91
LENG8	7.86
CRLF1	4.5
TMEM145	0.05
ZNF526	0.82
TRAPPC9	6.46
PPP1R14A	11.61
SPINT2	4.36
HLTF	9.33
ATCAY	0.18
LY6D	0.06
DAPK3	19.7
EEF2	548.06
CHAF1A	1.13
HDGFRP2	7.11
PLIN4	26.9
SEMA6B	4.95
FAM57A	1.7
GLOD4	13.46
MFSD3	3.88
GPT	5.25
KIFC2	1.35
SLC43A2	1.48
RILP	24.27
FAM3A	14.07
SERPINF2	0.53
WDR81	3.49
CYB5D2	5.42
KLK5	0.0
CPSF1	4.84
KLK11	0.32
ACER1	0.06
OTUB1	20.21
MYO3B	0.0
CABP2	0.0
NDUFV1	144.6
CDK2AP2	11.04
CYBRD1	63.57
TBX10	0.02
HID1	2.46
ICT1	20.88
CDH19	13.74
TMEM88	15.72
SRP68	30.08
MGAT5B	0.01
TMC8	0.5
TMEM68	3.85
SLC6A15	0.01
GHDC	3.16
SOST	0.19
ZNF598	3.39
RAB26	0.21
MLST8	8.94
E4F1	2.22
DNASE1L2	0.0
CASKIN1	0.43
RDH11	11.36
KCTD5	3.92
SRRM2	56.5
NLRC3	0.75
DDB1	44.63
OSBPL7	0.68
BEST1	0.95
BSCL2	1.46
POLR2G	19.0
SLC3A2	15.92
C11orf84	3.28
ATG16L2	2.97
C2CD3	3.38
TRANK1	1.31
TTC21A	0.72
LPHN1	4.58
ENTPD3	0.35
CTNNB1	79.4
ULK4	1.55
FADD	3.13
LTBP3	18.64
NAALADL1	1.5
SF1	46.06
SPP2	0.0
CCDC88B	1.71
SCARA3	2.28
SCARA5	11.9
PNOC	0.0
PAFAH1B2	23.57
ANKS3	1.63
ACTN1	29.52
NUDT16L1	12.26
RAB4A	46.04
KCNJ4	8.72
SETD5	15.38
FAM83B	0.29
ZFYVE26	3.77
DDIT4	42.89
LMBRD1	35.93
ZCCHC4	2.64
TTC39C	1.84
GNG4	0.15
RPS6KA6	0.39
UBTD2	8.54
NKIRAS2	19.28
KCNV2	0.02
IRF2BP2	32.02
PTF1A	0.0
NT5DC2	20.16
FOXI1	0.0
SMIM4	22.13
EPN2	13.1
KIF5C	0.8
MGAT2	2.88
THAP11	14.42
PXK	8.93
KCTD6	4.44
ACOX2	15.27
IRF2	10.85
MOBP	0.1
CX3CR1	0.48
C8orf22	0.0
XIRP1	183.04
LIMS2	54.5
ARF4	57.5
FILIP1L	29.51
MFSD2A	0.38
TAP1	10.43
ING5	2.79
ATG4B	13.51
BDKRB2	0.5
ASIC4	0.0
RFWD3	1.74
MTNR1A	0.0
KCNG4	0.0
RHOH	0.12
COG7	4.01
CDC40	6.87
SCNN1B	0.25
TMEM98	5.21
SPEG	18.95
HR	0.19
RAB31	13.67
REEP4	1.86
TNXB	0.68
LGI3	0.91
SFTPC	0.0
BMP1	2.36
LNX1	6.58
POLR3D	5.0
FEN1	4.11
SDPR	44.13
SOGA2	2.42
GBX2	0.01
HFE2	62.89
ALDH3A2	23.86
MYL1	0.45
TRAPPC11	8.55
CHRM1	0.01
COL3A1	47.56
ING2	6.86
CDKN2AIP	6.74
SNRNP48	7.29
SLC20A2	43.94
DYNLRB2	0.05
TMUB2	8.76
STAT3	90.49
ZSWIM1	4.21
ADAM18	0.0
GDNF	0.1
SREBF1	3.02
AXIN2	4.24
VWA3B	0.39
FAM84B	4.42
LDLRAD4	10.46
KCTD19	0.04
SLC16A4	1.67
IL7R	1.18
TMEM208	5.37
AHCYL1	30.19
PKIG	94.31
NPNT	2.1
CA7	0.02
FAM178B	0.07
SEMA4C	4.16
CNNM3	3.92
TET2	2.87
CXXC4	1.21
AFF4	17.17
TCTN2	1.99
SHOX2	0.11
PPIP5K1	2.2
TSPAN5	1.5
ABHD15	2.54
ZBTB5	3.21
SNTB2	4.04
IL12A	0.49
ZNF507	5.34
NSG1	4.95
ZBTB49	1.37
GFM1	29.26
ATOH8	13.6
SOX14	0.0
MPP5	7.03
SFTPB	0.01
USP39	18.14
TNIP2	8.87
TMEM150A	4.83
RHOBTB1	10.36
ZNF608	1.99
SLC35G2	3.27
INPP5D	2.83
LETM1	9.3
TMEM129	9.7
PPIC	25.17
SPRY3	0.62
CEP120	5.95
STXBP6	14.68
TM4SF20	0.0
CPLX1	0.98
PXDC1	18.03
E2F6	9.85
FEM1B	19.31
COMMD8	15.31
MFSD7	1.18
MAP2K1	30.62
KLK7	0.0
IRS1	5.43
MECP2	8.22
AR	6.81
MARK2	10.99
DHRSX	11.64
C8orf46	1.26
HSPBAP1	2.45
PARM1	36.73
FAM110B	13.47
AFAP1L2	1.96
HMMR	0.47
GOT1L1	0.0
ZBTB43	10.23
CPT1C	1.38
XPO6	6.74
GSG1L	0.7
APEX2	3.15
CHFR	4.73
NSMCE1	16.64
CCDC126	5.56
RAB3B	0.0
CD2BP2	11.48
RSPO1	0.02
RGS14	1.1
TBC1D10B	8.23
TRHDE	0.6
RAB24	6.21
THBS3	3.23
CA5B	1.66
SLC50A1	4.63
EFNA1	15.86
CXCL10	4.7
SH3TC2	0.88
P4HA2	19.97
NMD3	26.73
ADRB2	3.03
B3GALNT1	25.25
GPRIN1	0.22
KCNAB1	4.52
SHE	8.0
NFATC3	8.51
NR0B1	0.0
STK32A	0.27
IL1RAPL1	0.76
P2RY12	0.52
PDILT	0.0
UMOD	0.0
GP2	0.01
SLC33A1	9.74
SNUPN	8.18
CRADD	23.13
SIN3A	10.55
ARL13B	2.83
PTK2	27.75
PTAFR	0.89
ACADVL	416.98
PTPN9	7.39
KCNK9	0.0
IL8	1.6
SCN9A	0.56
RASSF6	0.01
COL22A1	0.04
SDC2	20.85
MAP3K14	1.68
STK10	4.25
OR4K14	0.0
TM2D2	11.26
HTRA4	0.13
PLEKHA2	17.5
GPR183	5.93
FBXW11	36.68
METTL15	4.88
ZEB2	24.85
GJB1	0.0
CLIC3	1.43
BNC1	0.16
DFFB	0.84
ACAP1	1.95
ANTXR1	17.3
GKN1	0.0
APLF	0.75
LUZP1	7.49
HEXDC	4.29
CRMP1	1.52
DRD5	0.0
SPNS1	4.86
LRRC45	1.09
CHRNA5	1.81
AGPAT2	11.64
GP9	0.19
FASN	2.49
EVC	1.49
CNBP	387.36
GPS1	21.57
LDB2	18.68
NRG4	0.45
DERL2	14.19
C15orf27	0.07
NLGN1	5.52
TAPT1	16.82
TAS2R1	0.0
LINGO1	0.71
BTD	7.45
CSGALNACT2	7.32
TACR3	0.0
GSX1	0.0
SIDT1	0.39
PCDH7	16.91
ONECUT1	0.01
AVEN	15.21
P2RY1	1.71
CTNND2	4.42
MUC17	0.0
AHSP	0.0
NDE1	5.96
TPST1	2.25
TM4SF4	0.0
S100G	0.0
MRVI1	4.84
OTUD7A	0.24
KLF13	20.84
FRMPD4	0.9
ZFPM2	10.73
TAS1R3	0.17
TMEM42	4.85
MAP3K2	6.02
TMEM38A	10.66
SF3B5	32.85
TIGD4	0.11
NLGN2	3.41
CHD3	5.7
AP1M1	10.82
ALCAM	2.96
UBE2E3	34.92
CNTROB	3.01
TRAPPC1	38.0
ZPLD1	0.04
KCNAB3	0.11
GPR37L1	0.05
TMEM192	11.53
NSG2	0.05
SERPINA6	0.02
NIPA1	2.46
UBE2E1	53.28
SIK2	6.95
RNF150	21.22
VGLL2	1.27
HOXD4	0.17
XRCC1	5.25
CHRNB1	2.93
USP38	11.44
SLC16A5	2.3
ANKK1	0.02
ADRA1B	0.54
ADPRM	2.7
FABP6	0.93
SCARB1	5.04
PWWP2A	3.74
USP50	0.04
USP47	28.67
PDCD6IP	37.48
ZNF212	1.74
FAM161A	0.85
ZNF282	3.56
CYP2W1	0.0
FAXDC2	11.23
CRTAP	50.8
CNGB3	0.09
CMTM8	4.34
MCM2	1.84
STX8	32.45
NFRKB	3.23
PRDM10	1.7
FOS	12.72
SETMAR	6.99
MOV10L1	0.0
EMX2	0.26
SEMA3E	0.26
LRRN2	1.11
SLC30A1	5.17
DCLK2	7.04
GPRC5C	5.13
TMEM182	90.73
PANX2	0.09
VSTM2A	0.07
KRT78	0.0
ADORA2B	0.95
METTL7B	5.54
NFXL1	2.04
SELO	4.12
DENND5B	12.77
CD14	29.34
DNAJC18	5.47
AC005280.1	0.0
RALGAPB	11.39
