GENE_NAME	human
HSPA4L	0.87
C4orf29	3.82
MAOB	137.18
CAMKV	0.0
MON1A	13.7
MST1R	0.14
TEX264	53.71
DUSP7	3.19
POC1A	1.18
PPM1M	4.42
ETNPPL	131.49
RORA	3.66
PITX2	0.08
PRSS12	0.3
NDST3	0.24
SAP30	3.16
SCRG1	0.29
HAND2	6.57
ANXA5	33.84
ADAD1	0.0
GUCY1A3	1.61
FBXO8	9.52
CEP44	1.59
HPGD	53.89
ASB5	0.02
C4orf45	0.0
TMEM144	0.16
PDK2	41.99
TGFBR3	2.48
FAM198B	0.52
NPY1R	2.05
NPY5R	0.0
NAA15	3.5
IL15	0.87
FAM160A1	0.11
KIAA0947	2.13
HHIP	1.23
ANAPC10	3.14
ABCE1	14.25
PRMT10	2.34
ITGA2	0.13
SLC45A2	0.42
EDIL3	0.03
ELOVL7	0.27
NDUFAF2	10.07
LMBRD2	1.01
RANBP3L	0.69
NIPBL	5.57
SLC25A46	8.04
PGGT1B	6.36
HES2	2.28
F2RL2	0.31
CCDC112	0.42
C5orf63	2.09
F2RL1	0.3
WDR41	12.67
NEDD4	27.12
SCGB3A2	6.11
HTR4	0.0
ESM1	0.06
ARSK	0.56
RHOBTB3	6.23
PIGB	4.29
SERINC5	22.88
ENPP6	0.28
PRIMPOL	3.06
ERAP1	7.83
CMYA5	0.56
EGFLAM	0.98
KIAA1430	3.3
TMEM174	0.0
CARTPT	0.0
RICTOR	1.56
PAPD4	8.94
EBF1	0.92
UBLCP1	1.83
FAM170A	0.06
UTP15	1.99
GNB5	6.52
TLR3	1.39
KLKB1	73.78
GFM2	9.87
TERT	0.0
CCDC127	3.45
GPR111	0.05
SEPT8	4.05
GDF9	0.52
LEAP2	243.95
SLC35A1	6.8
GRIK2	0.27
FABP7	0.0
TLX3	0.0
TXLNB	0.02
FAM26D	0.14
T	0.0
CREBRF	1.91
DCBLD1	5.5
SFXN1	80.65
SAMD3	1.0
ITGA3	2.39
TMEM200A	0.05
IL22RA2	0.0
DACT2	23.68
PDSS2	8.97
STXBP5	0.75
IL31RA	0.1
PI16	0.2
LRP6	15.19
TBX20	0.0
DAGLB	7.81
KIAA0895	1.31
STK17A	2.39
TRA2A	12.03
GALNT10	3.29
SAP30L	6.33
HCN1	0.0
MYOZ3	0.29
COG5	2.9
GUCY2C	0.06
NEUROD6	0.0
C7orf60	0.15
GPR85	1.76
SLU7	10.69
CAMLG	9.57
BMPER	3.06
RELL2	1.4
KCNK5	14.05
KIF6	0.2
SLC29A4	5.2
C7orf62	0.0
CDCA7L	2.97
SP8	0.0
MIOS	5.71
KIAA1324L	0.11
USP49	0.7
SYTL3	0.28
PHRF1	14.13
IQUB	0.0
HEY1	0.52
ZNF704	1.36
SHH	17.49
FNDC1	0.05
CHMP4C	2.35
SLC13A4	0.74
IKBKAP	21.22
PGAM2	14.45
BRI3	192.18
LMTK2	3.19
CTSB	462.98
ADCY1	10.18
SUN3	0.03
NUCB2	26.17
C7orf57	0.0
HNF4G	6.26
RAD21	20.36
MED30	4.41
TNFRSF11B	3.02
SBSPON	0.42
PHKG1	1.14
EN2	0.04
KCNV1	0.2
CSMD3	0.02
SPIDR	7.03
ORC5	5.01
OSGIN2	2.59
SUN1	46.21
OXR1	7.18
PTPN3	28.68
TMEM74	0.34
GPR146	49.59
GPER1	47.19
UNCX	0.0
NOS3	9.86
MICALL2	6.88
CA3	0.52
SPTB	1.62
SLC4A2	109.17
TMUB1	88.06
GBX1	0.0
DAPP1	0.16
FZD6	0.78
CTHRC1	0.0
TP53INP1	8.64
INTS8	7.82
KIAA1429	13.43
FGF10	0.0
FREM1	0.37
GEM	0.63
PDP1	0.48
TMEM67	0.91
KIAA0196	3.56
FAM219A	3.68
C9orf24	0.82
SNAPC3	9.56
SLC44A1	12.08
PSIP1	5.55
ABCA1	8.16
TMEM260	2.38
FXN	21.25
ZMAT4	0.0
NKX6-3	0.0
TMEM71	0.26
MAMDC2	0.17
CPA6	0.0
C8orf34	0.24
TMC1	0.29
SMG6	6.46
KDM1B	3.72
HGSNAT	12.66
RASEF	2.78
GKAP1	1.96
KIF27	3.1
C9orf64	9.62
SSMEM1	0.0
TRPV6	0.81
EXOC5	7.1
C7orf34	0.0
ANKS6	4.8
ZHX1	17.64
CXorf22	0.0
CYBB	2.37
MID1IP1	88.74
CLTCL1	2.48
C9orf84	0.05
CXorf58	0.0
KIAA1958	1.94
PTCHD1	0.02
RNF183	0.03
ASB11	0.07
PCDH19	0.06
PIGA	1.23
FIGF	0.42
OR1Q1	0.0
FGF22	0.61
STRBP	6.01
GAPVD1	6.16
WNK2	1.75
ATP7A	0.31
ZNF367	0.28
HDX	0.3
FSTL3	3.87
NOL6	12.29
AQP3	64.93
TRMT10B	2.15
VCP	102.37
PIGO	8.65
STOML2	72.57
BRWD3	0.78
SLITRK5	0.02
ARMC3	0.0
OTUD1	1.44
ARHGAP12	1.71
FAT3	0.07
HECTD2	0.37
FBXO33	2.75
GPR101	0.05
CLDN2	7.99
LAMP2	42.58
LRFN5	0.0
LRRC18	0.09
WRN	0.94
MARCH8	11.89
TSHR	0.41
GTF2A1	4.78
ZCCHC24	13.67
MNT	4.1
PGM2L1	0.18
PHYHIPL	0.92
SLC16A9	0.18
INPPL1	27.84
PHOX2A	0.0
GJB2	18.84
CRYL1	98.79
REEP3	5.13
HEPACAM	6.32
MICU2	10.61
C11orf82	0.05
PCF11	11.92
PKNOX2	0.4
LRR1	2.23
C10orf10	8.26
JMJD6	14.94
ZNF22	9.63
KLHDC2	27.6
EML5	0.48
NEMF	9.45
RPUSD4	15.3
ARF6	36.73
TTC8	7.74
TMEM63C	0.18
NGB	0.0
NOXRED1	0.21
POLB	8.4
CDX2	0.0
AMER2	0.12
DRGX	0.03
NUDT5	49.42
DACT1	0.79
OXGR1	0.0
UCMA	0.0
BEND7	8.95
TAF3	1.68
VSTM4	1.66
VDAC2	46.43
SOHLH1	0.0
SLC18A2	2.0
PDZD8	16.96
WIPI1	9.51
ZNF503	15.14
QSOX2	3.1
NSD1	3.8
ENOX2	2.13
CLEC1B	9.57
SNAPC4	4.2
TMEM52B	1.02
PMPCA	65.91
FRMPD1	2.71
FRMD7	0.05
AK8	0.0
C9orf9	0.6
GFI1B	0.0
FAM69B	14.15
ZMYND19	12.71
STOX1	0.0
GBA2	26.37
RET	0.1
BMS1	3.77
STK32C	3.24
KIAA1462	1.37
METTL17	19.74
SLC39A2	0.0
NDST1	26.74
NDRG2	204.55
ARHGEF40	10.58
ZNF219	9.37
C12orf50	0.62
CASP7	8.35
C10orf118	0.99
ITGA2B	0.51
VWA2	0.14
SALL2	0.36
TRUB1	3.22
FAM194B	0.0
ZFYVE1	12.61
C10orf82	0.32
HSPA12A	0.4
AP3M2	1.68
ANKRD2	0.14
E2F7	0.0
ARHGAP42	3.5
ISCA2	11.98
OTOGL	0.0
GYLTL1B	1.96
PACSIN3	48.27
SLC39A13	7.45
CNGB1	0.1
AGBL2	12.65
TC2N	0.51
CPSF2	10.12
SERPINA12	0.35
CLMN	16.77
ST6GALNAC2	4.02
SLC6A5	0.0
CCDC38	0.43
NELL1	0.0
PTER	3.02
C1QL3	0.18
CACNB2	0.92
PTPLA	1.05
ARL5B	1.52
CHAT	0.0
KCNC2	0.0
ABTB2	7.39
R3HCC1L	2.08
AMOTL1	2.98
HTRA1	27.77
LIPC	216.74
CEP57	5.9
TCP11L2	1.4
TMCO5A	0.0
GPR176	0.21
JAM3	0.92
IL25	0.0
CMTM5	0.11
ADAMTS15	0.04
SVOP	0.59
SPATA19	0.0
TESK2	2.95
GPT2	78.52
AMN	160.67
RAB8B	1.83
IKBIP	0.91
PPP1R14D	0.1
FBN1	1.66
C16orf80	23.41
AVPR1A	1.47
LRTM2	0.0
TRMT61A	8.56
BTRC	2.4
POLL	8.75
DPCD	2.85
LARP6	4.97
API5	18.09
ASPG	117.54
ALKBH3	7.25
COPS2	9.37
GABRB3	0.14
TBATA	0.0
SGPL1	14.23
FRS2	3.16
CCT2	28.82
PCBD1	295.56
ARIH1	22.4
C16orf71	0.16
CLMP	0.06
SCN3B	0.06
STPG1	0.71
ASB4	0.13
ZNF202	2.18
FAM227B	1.25
CUL5	6.04
CAMK2A	0.41
PLEKHF1	4.01
TMEM100	0.25
SMPD1	28.1
APBB1	3.71
SYNPO2L	0.48
NUDT13	2.31
C11orf65	0.66
TRIM44	19.47
CCDC182	0.0
ILK	51.8
TPP1	26.76
DCHS1	1.15
NETO1	0.28
USP54	1.55
RAG1	0.13
C11orf74	3.42
WDR88	0.28
ATP9B	13.89
PPFIBP2	16.04
CYB5R2	3.13
SERPINB7	0.0
KIAA0355	10.42
SERPINB8	2.66
TUB	0.97
RIC3	1.53
OSBPL3	0.67
WDR72	2.16
CRABP1	0.0
PLD4	1.06
TRIM66	2.19
RNF169	2.24
EPHA8	0.0
CDYL2	1.91
TMEM130	0.37
PRTG	0.09
CENPN	5.03
AKIP1	10.78
C16orf46	1.27
TMEM41B	6.85
LEO1	9.39
SLC12A3	0.03
ZNF143	3.78
TMX3	5.96
WEE1	2.58
PRKCB	0.74
HDGFRP3	0.96
MCM7	14.4
CLEC3A	0.1
RAD18	0.46
CCDC68	1.04
CLEC4E	0.26
ZNF3	7.86
ZSCAN21	5.78
TK2	14.33
TMED3	2.69
ATP2B1	3.9
SLC38A8	0.16
CPLX4	0.0
GALR1	0.0
TMEM135	10.0
IQCD	0.11
NDEL1	20.74
CENPV	23.98
CDH16	0.06
RRAD	1.62
WDR16	0.12
HSP90B1	266.19
MC4R	0.0
BLCAP	111.38
SERPINB12	0.0
ATF7IP2	18.24
TVP23A	0.34
NCK2	10.13
TMPRSS5	0.71
COG1	15.37
PLEKHA7	7.03
B2M	1103.04
ZNF592	9.02
CASC4	15.08
HTR3A	0.0
NNMT	17.98
AP1G1	21.17
MAP4K4	35.69
SAAL1	2.99
YPEL4	0.22
PPIB	404.74
MGAT4A	4.22
KIF7	0.22
LDHD	113.21
PLIN1	5.61
ANPEP	292.35
SCNN1G	0.0
RBPMS2	9.15
NAV2	17.51
ANKDD1A	2.07
DCTN5	9.21
TERF2IP	14.3
PLK1	0.6
GPR182	5.22
ZBTB39	2.15
WDR1	63.2
CACNG2	1.03
TAC3	0.0
MYO1A	0.31
OR4D6	0.0
NAB2	3.49
VPS39	7.67
STAT6	32.69
PATL1	10.23
SNX13	3.94
XRCC6BP1	3.78
ELFN2	0.16
STX3	1.55
PIP4K2C	5.84
MTMR10	7.64
SCG5	8.62
GREM1	0.13
TSC22D4	13.52
MS4A14	0.21
MS4A5	0.2
DIS3L	11.74
EPB42	0.44
TGM6	0.0
SMAD3	8.65
MS4A15	0.0
MAP1A	0.11
AKTIP	21.53
EVA1C	0.63
RPS6KA2	3.31
CNPY4	4.69
C15orf43	0.79
NKX3-1	1.08
SGSM1	0.27
TEF	8.65
ING3	2.9
B4GALNT2	0.0
PBX3	6.06
GNGT2	1.67
PHB	133.23
SNRPD1	18.39
TTC16	0.22
SUN5	0.0
SAMD14	1.34
PIP5KL1	0.49
VASH1	2.57
BPIFB6	0.0
FAM102A	19.4
ACSF2	48.96
COQ4	29.28
SLC27A4	17.63
URM1	33.71
CERCAM	1.77
DOLPP1	21.58
LMCD1	1.36
PRRX2	0.0
C15orf39	2.5
SP2	3.28
PRR15L	0.49
GPRC5B	1.61
CRK	35.48
FBXO22	35.19
TBC1D2B	11.98
NOD2	1.17
SNX20	0.53
LOXHD1	0.0
KATNAL2	3.52
SEL1L	19.5
RNF214	3.89
DUS2	4.7
ENGASE	16.87
RBFOX3	0.54
TBC1D16	3.59
ENTHD2	10.55
MYO5B	5.76
ACAA2	274.67
STIM1	34.82
RRM1	7.66
OR51E2	0.02
MMP26	0.0
OR51I1	0.0
ZNF668	3.67
ZNF646	2.73
GNG8	0.0
TCF3	14.48
SMG8	2.36
TPM4	24.71
RAB8A	160.23
GPX4	741.05
MIDN	9.01
FAM129C	4.4
KLHL26	3.59
TRIB2	5.93
ANKRD11	56.88
ZNF641	4.21
LALBA	0.0
CACNB3	1.79
DAZAP1	78.45
DHRS13	1.76
KMT2D	13.55
CORO6	0.21
MBD3	49.05
CYP2S1	0.8
AXL	4.23
NFKBID	1.53
TMC4	1.08
TTYH1	1.49
LENG8	45.99
CRLF1	0.93
TMEM145	0.76
ZNF526	2.2
TRAPPC9	18.93
PPP1R14A	7.26
SPINT2	9.26
HLTF	2.47
ATCAY	0.34
LY6D	0.0
DAPK3	25.95
EEF2	858.75
CHAF1A	1.95
HDGFRP2	26.37
PLIN4	24.36
SEMA6B	3.28
FAM57A	0.92
GLOD4	106.54
MFSD3	41.74
GPT	133.14
KIFC2	4.94
SLC43A2	3.15
RILP	18.75
FAM3A	62.57
SERPINF2	1146.16
WDR81	16.44
CYB5D2	27.27
KLK5	0.0
CPSF1	32.48
KLK11	0.09
ACER1	0.05
OTUB1	33.94
MYO3B	0.18
CABP2	0.0
NDUFV1	262.87
CDK2AP2	39.68
CYBRD1	2.62
TBX10	1.22
HID1	3.27
ICT1	23.01
CDH19	0.11
TMEM88	1.2
SRP68	33.04
MGAT5B	0.03
TMC8	5.49
TMEM68	4.79
SLC6A15	0.0
GHDC	12.2
SOST	0.0
ZNF598	30.38
RAB26	125.43
MLST8	53.24
E4F1	16.51
DNASE1L2	0.63
CASKIN1	0.19
RDH11	86.36
KCTD5	11.6
SRRM2	129.23
NLRC3	0.66
DDB1	66.5
OSBPL7	1.02
BEST1	0.59
BSCL2	12.23
POLR2G	30.47
SLC3A2	54.44
C11orf84	1.57
ATG16L2	11.89
C2CD3	8.13
TRANK1	1.96
TTC21A	1.27
LPHN1	1.74
ENTPD3	0.14
CTNNB1	51.57
ULK4	0.69
FADD	15.04
LTBP3	96.16
NAALADL1	1.3
SF1	102.75
SPP2	111.29
CCDC88B	4.16
SCARA3	3.23
SCARA5	0.88
PNOC	0.0
PAFAH1B2	10.18
ANKS3	7.45
ACTN1	47.07
NUDT16L1	64.46
RAB4A	31.39
KCNJ4	0.16
SETD5	18.86
FAM83B	0.02
ZFYVE26	1.79
DDIT4	40.08
LMBRD1	13.77
ZCCHC4	1.45
TTC39C	71.31
GNG4	0.66
RPS6KA6	0.26
UBTD2	2.58
NKIRAS2	21.28
KCNV2	0.03
IRF2BP2	49.34
PTF1A	0.0
NT5DC2	4.14
FOXI1	0.0
SMIM4	26.65
EPN2	6.23
KIF5C	0.22
MGAT2	35.0
THAP11	15.77
PXK	7.87
KCTD6	4.16
ACOX2	109.55
IRF2	13.24
MOBP	0.09
CX3CR1	0.64
C8orf22	0.0
XIRP1	0.0
LIMS2	45.47
ARF4	64.87
FILIP1L	1.02
MFSD2A	28.57
TAP1	4.59
ING5	4.45
ATG4B	30.17
BDKRB2	0.14
ASIC4	0.1
RFWD3	1.57
MTNR1A	0.06
KCNG4	0.0
RHOH	1.37
COG7	7.05
CDC40	4.36
SCNN1B	0.16
TMEM98	9.34
SPEG	0.44
HR	0.53
RAB31	3.69
REEP4	6.81
TNXB	0.15
LGI3	1.43
SFTPC	0.0
BMP1	26.55
LNX1	1.75
POLR3D	3.37
FEN1	4.18
SDPR	4.47
SOGA2	1.71
GBX2	0.0
HFE2	131.07
ALDH3A2	50.81
MYL1	0.11
TRAPPC11	6.07
CHRM1	0.0
COL3A1	13.73
ING2	3.09
CDKN2AIP	5.0
SNRNP48	1.73
SLC20A2	46.52
DYNLRB2	0.32
TMUB2	19.14
STAT3	33.48
ZSWIM1	5.02
ADAM18	0.0
GDNF	0.1
SREBF1	390.51
AXIN2	1.65
VWA3B	0.26
FAM84B	6.53
LDLRAD4	21.0
KCTD19	1.06
SLC16A4	1.97
IL7R	2.06
TMEM208	63.43
AHCYL1	29.18
PKIG	31.96
NPNT	0.45
CA7	0.14
FAM178B	0.54
SEMA4C	8.5
CNNM3	27.3
TET2	0.69
CXXC4	1.76
AFF4	8.48
TCTN2	0.73
SHOX2	0.31
PPIP5K1	2.9
TSPAN5	0.58
ABHD15	11.52
ZBTB5	3.96
SNTB2	1.38
IL12A	0.0
ZNF507	2.23
NSG1	1.9
ZBTB49	1.62
GFM1	17.37
ATOH8	41.62
SOX14	0.0
MPP5	4.97
SFTPB	0.6
USP39	22.02
TNIP2	16.11
TMEM150A	22.5
RHOBTB1	1.69
ZNF608	0.82
SLC35G2	0.43
INPP5D	3.59
LETM1	24.26
TMEM129	37.79
PPIC	11.81
SPRY3	0.09
CEP120	2.8
STXBP6	6.5
TM4SF20	0.1
CPLX1	7.93
PXDC1	87.22
E2F6	4.67
FEM1B	8.38
COMMD8	2.09
MFSD7	8.13
MAP2K1	37.98
KLK7	0.07
IRS1	12.37
MECP2	7.02
AR	8.75
MARK2	5.67
DHRSX	24.75
C8orf46	1.69
HSPBAP1	1.68
PARM1	0.2
FAM110B	2.63
AFAP1L2	1.03
HMMR	0.18
GOT1L1	0.0
ZBTB43	2.76
CPT1C	2.09
XPO6	45.99
GSG1L	0.12
APEX2	4.18
CHFR	7.94
NSMCE1	43.14
CCDC126	4.07
RAB3B	0.09
CD2BP2	15.97
RSPO1	0.45
RGS14	25.15
TBC1D10B	11.44
TRHDE	0.68
RAB24	22.2
THBS3	4.92
CA5B	0.53
SLC50A1	32.49
EFNA1	69.53
CXCL10	0.06
SH3TC2	0.3
P4HA2	15.25
NMD3	15.4
ADRB2	2.0
B3GALNT1	0.28
GPRIN1	0.07
KCNAB1	0.67
SHE	2.5
NFATC3	5.17
NR0B1	0.0
STK32A	0.01
IL1RAPL1	0.04
P2RY12	0.13
PDILT	0.03
UMOD	0.24
GP2	0.1
SLC33A1	13.77
SNUPN	9.44
CRADD	13.52
SIN3A	3.96
ARL13B	1.81
PTK2	23.23
PTAFR	1.34
ACADVL	491.23
PTPN9	5.09
KCNK9	0.0
IL8	0.13
SCN9A	0.4
RASSF6	0.39
COL22A1	0.02
SDC2	390.79
MAP3K14	4.69
STK10	5.17
OR4K14	0.0
TM2D2	27.25
HTRA4	0.47
PLEKHA2	3.53
GPR183	0.92
FBXW11	12.29
METTL15	1.69
ZEB2	3.31
GJB1	373.76
CLIC3	0.49
BNC1	0.02
DFFB	2.86
ACAP1	10.89
ANTXR1	0.76
GKN1	0.0
APLF	0.44
LUZP1	1.54
HEXDC	20.06
CRMP1	1.44
DRD5	0.12
SPNS1	17.25
LRRC45	19.98
CHRNA5	0.2
AGPAT2	281.68
GP9	0.09
FASN	2723.19
EVC	2.97
CNBP	209.84
GPS1	86.98
LDB2	7.24
NRG4	3.29
DERL2	35.45
C15orf27	1.07
NLGN1	0.0
TAPT1	15.89
TAS2R1	0.0
LINGO1	0.73
BTD	40.14
CSGALNACT2	2.91
TACR3	0.0
GSX1	0.0
SIDT1	0.63
PCDH7	0.53
ONECUT1	10.17
AVEN	8.63
P2RY1	0.14
CTNND2	0.66
MUC17	0.0
AHSP	0.0
NDE1	2.94
TPST1	10.24
TM4SF4	227.47
S100G	0.0
MRVI1	0.34
OTUD7A	1.03
KLF13	24.11
FRMPD4	0.0
ZFPM2	1.13
TAS1R3	1.18
TMEM42	15.49
MAP3K2	10.17
TMEM38A	6.69
SF3B5	70.29
TIGD4	0.03
NLGN2	2.04
CHD3	8.27
AP1M1	54.54
ALCAM	8.06
UBE2E3	18.55
CNTROB	9.08
TRAPPC1	68.45
ZPLD1	0.02
KCNAB3	0.6
GPR37L1	0.09
TMEM192	21.74
NSG2	0.03
SERPINA6	247.73
NIPA1	2.99
UBE2E1	19.78
SIK2	9.77
RNF150	0.19
VGLL2	0.0
HOXD4	0.0
XRCC1	5.86
CHRNB1	9.31
USP38	4.4
SLC16A5	2.52
ANKK1	0.03
ADRA1B	7.84
ADPRM	4.11
FABP6	0.14
SCARB1	208.05
PWWP2A	3.42
USP50	0.14
USP47	11.67
PDCD6IP	37.69
ZNF212	4.85
FAM161A	0.22
ZNF282	8.29
CYP2W1	0.0
FAXDC2	35.89
CRTAP	26.83
CNGB3	0.02
CMTM8	46.71
MCM2	0.79
STX8	21.8
NFRKB	5.21
PRDM10	1.28
FOS	19.62
SETMAR	7.65
MOV10L1	0.96
EMX2	0.05
SEMA3E	0.03
LRRN2	0.86
SLC30A1	20.47
DCLK2	0.14
GPRC5C	118.74
TMEM182	8.2
PANX2	8.93
VSTM2A	0.0
KRT78	0.0
ADORA2B	0.62
METTL7B	43.3
NFXL1	1.79
SELO	83.23
DENND5B	2.04
CD14	170.13
DNAJC18	0.64
AC005280.1	2.72
RALGAPB	3.16
