GENE_NAME	human
GABRG1	0.02
GABRB1	0.11
PAQR3	2.89
NIPAL1	0.65
ANTXR2	6.01
HELQ	3.19
GPR155	5.32
DAPL1	1.29
PMVK	72.17
PBXIP1	56.24
CLDN1	2.77
PYGO2	12.22
HIPK1	5.05
DCST2	0.84
DCST1	0.15
COL6A3	1.36
KBTBD8	0.06
FAM19A4	0.0
EOGT	1.33
LMOD3	0.07
APOA1BP	90.46
POGLUT1	3.89
SLC22A15	1.0
CCKAR	0.11
ATP1A1	1154.89
EIF4E3	6.0
SIRT2	31.98
PROK2	0.12
LRRC58	1.75
FSTL1	17.86
LMOD1	3.45
ELF3	145.02
IGFBP7	675.66
TRIM46	0.17
ARPC2	87.8
TSACC	0.47
TMEM79	2.29
SSR2	98.4
RNF25	10.2
STK36	10.48
ADORA1	9.67
NEK10	0.92
FEV	0.0
IHH	3.55
KIAA1524	0.31
EOMES	0.0
TGFBR2	32.46
PYGM	1.08
ANKZF1	30.3
TRAT1	0.12
FBLN2	1.23
GLB1L	10.11
STT3B	17.27
NFASC	24.65
FCRL1	0.03
FBXL3	11.7
SERPINI1	10.19
CLASP2	6.66
SUCLG1	342.17
NUAK2	5.23
SPTA1	0.07
PRKCI	3.6
EFHB	1.61
FABP1	787.75
ICA1L	2.33
CTLA4	0.09
ICOS	0.02
RYBP	2.56
GTPBP8	3.0
C3orf17	8.38
TRPC7	6.72
SPICE1	2.48
KIAA1407	3.67
CADPS	0.12
NKX6-1	0.05
CDS1	3.95
WDFY3	11.64
COX18	5.17
SYNPR	0.03
ALB	82.33
C3orf49	0.09
ATXN7	3.28
PSMD6	26.16
PRICKLE2	1.08
ADAMTS9	10.28
PPM1K	6.35
FAM194A	0.53
CLRN1	0.0
GMPS	8.83
GPR116	35.15
TIPARP	2.52
CCNL1	29.13
PTX3	0.22
DCLK3	0.03
SLMAP	10.94
RPP14	7.36
ABHD6	12.89
DNASE1L3	7.77
SDK2	0.2
C3orf67	0.12
APBB2	8.54
IL17RE	6.23
IL17RC	40.98
CRELD1	42.41
PRRT3	0.95
FANCD2OS	0.0
PCOLCE2	41.66
ADAM7	0.32
MTMR14	15.87
TTC14	6.87
MTHFD2L	2.49
RCHY1	8.91
CCDC158	0.21
CPA3	0.0
HPS3	6.94
TM4SF18	5.17
NUP133	4.07
RYK	11.06
TCF23	0.0
DNAJC5G	0.0
UCN	1.74
ZNF513	19.61
PLB1	0.7
KIAA1143	2.92
KIF15	0.1
WDR43	2.94
ZDHHC3	24.36
CDCP1	1.61
CLEC3B	70.32
FYCO1	5.67
VPS35	14.97
ELP6	19.52
FBXO40	0.01
DTX3L	3.64
ZNF148	2.24
NMNAT3	4.88
SMIM12	35.72
ITGAL	1.0
TPRA1	19.85
YEATS2	3.57
GRIK3	0.04
ZC3H12A	5.48
DNALI1	26.41
POLR2H	67.2
KLF15	29.24
CCDC37	0.25
BCL3	77.84
CAMK2N2	0.46
LIPH	1.4
TMEM41A	9.94
HEYL	1.71
IFT122	20.28
RHO	0.0
RFC4	2.73
KCNAB2	77.79
BAP1	35.95
PRKCD	25.58
SFMBT1	2.2
GNL3	9.28
PBRM1	3.31
UVSSA	6.64
FAM208A	6.17
ARHGEF3	13.95
SLBP	16.58
ZDHHC19	0.11
SLC51A	4.9
PIGX	5.49
MFI2	1.31
S100P	0.89
GAL	0.0
ABLIM2	10.8
EXO5	1.6
CLDN19	7.22
ERMAP	3.43
SGMS2	3.95
METAP1	10.73
EMCN	32.43
SLC9B1	0.69
SLC9B2	0.48
BDH2	142.81
CDC25A	0.51
PLXNB1	104.32
CCDC51	7.26
SPRY1	11.01
BSN	0.23
APEH	142.06
INTU	1.79
RNF123	35.14
HSPA4L	4.23
C4orf29	2.86
MAOB	85.94
CAMKV	0.13
MON1A	6.36
MST1R	0.57
TEX264	91.73
DUSP7	5.53
POC1A	1.52
PPM1M	10.39
ETNPPL	0.19
RORA	2.63
PITX2	0.52
PRSS12	0.51
NDST3	0.11
SAP30	2.64
SCRG1	0.09
HAND2	0.02
ANXA5	84.16
ADAD1	0.0
GUCY1A3	3.04
FBXO8	9.66
CEP44	1.61
HPGD	12.02
ASB5	0.24
C4orf45	0.0
TMEM144	1.54
PDK2	90.85
TGFBR3	11.28
FAM198B	0.83
NPY1R	3.69
NPY5R	0.41
NAA15	2.39
IL15	2.13
FAM160A1	0.9
KIAA0947	3.06
HHIP	0.32
ANAPC10	4.96
ABCE1	5.16
PRMT10	2.75
ITGA2	1.01
SLC45A2	0.29
EDIL3	1.04
ELOVL7	4.11
NDUFAF2	15.15
LMBRD2	0.96
RANBP3L	1.61
NIPBL	7.95
SLC25A46	6.35
PGGT1B	4.38
HES2	1.89
F2RL2	0.12
CCDC112	0.47
C5orf63	2.32
F2RL1	9.19
WDR41	9.84
NEDD4	29.54
SCGB3A2	14.42
HTR4	0.0
ESM1	6.11
ARSK	1.89
RHOBTB3	8.13
PIGB	3.42
SERINC5	3.08
ENPP6	9.48
PRIMPOL	2.28
ERAP1	6.68
CMYA5	7.81
EGFLAM	2.84
KIAA1430	3.69
TMEM174	52.74
CARTPT	0.0
RICTOR	1.17
PAPD4	6.32
EBF1	0.86
UBLCP1	2.32
FAM170A	0.1
UTP15	0.95
GNB5	15.32
TLR3	0.97
KLKB1	1.77
GFM2	7.51
TERT	0.0
CCDC127	4.11
GPR111	0.08
SEPT8	17.77
GDF9	0.49
LEAP2	1.87
SLC35A1	5.54
GRIK2	0.5
FABP7	0.0
TLX3	0.0
TXLNB	0.01
FAM26D	0.11
T	0.0
CREBRF	2.08
DCBLD1	1.37
SFXN1	30.46
SAMD3	0.48
ITGA3	66.23
TMEM200A	2.23
IL22RA2	0.0
DACT2	1.95
PDSS2	9.32
STXBP5	0.68
IL31RA	0.02
PI16	2.12
LRP6	5.01
TBX20	0.0
DAGLB	5.19
KIAA0895	1.65
STK17A	1.67
TRA2A	18.8
GALNT10	7.46
SAP30L	14.85
HCN1	0.0
MYOZ3	0.66
COG5	4.65
GUCY2C	0.13
NEUROD6	0.0
C7orf60	1.23
GPR85	0.13
SLU7	19.93
CAMLG	18.06
BMPER	0.0
RELL2	3.88
KCNK5	212.09
KIF6	0.35
SLC29A4	3.9
C7orf62	0.0
CDCA7L	0.28
SP8	0.0
MIOS	5.43
KIAA1324L	1.44
USP49	1.03
SYTL3	2.43
PHRF1	8.88
IQUB	0.49
HEY1	1.62
ZNF704	5.43
SHH	2.62
FNDC1	0.13
CHMP4C	3.92
SLC13A4	0.38
IKBKAP	13.01
PGAM2	2.83
BRI3	123.05
LMTK2	3.25
CTSB	1036.18
ADCY1	1.68
SUN3	0.14
NUCB2	33.23
C7orf57	0.0
HNF4G	1.93
RAD21	17.98
MED30	2.07
TNFRSF11B	8.4
SBSPON	6.38
PHKG1	1.51
EN2	0.0
KCNV1	0.38
CSMD3	0.04
SPIDR	14.56
ORC5	2.5
OSGIN2	3.81
SUN1	28.95
OXR1	4.2
PTPN3	26.01
TMEM74	0.03
GPR146	5.67
GPER1	2.56
UNCX	0.12
NOS3	12.89
MICALL2	6.04
CA3	0.48
SPTB	5.21
SLC4A2	91.43
TMUB1	52.65
GBX1	0.0
DAPP1	0.39
FZD6	3.32
CTHRC1	0.57
TP53INP1	2.49
INTS8	9.08
KIAA1429	13.17
FGF10	0.0
FREM1	6.02
GEM	4.49
PDP1	2.36
TMEM67	3.22
KIAA0196	7.17
FAM219A	9.1
C9orf24	6.13
SNAPC3	10.21
SLC44A1	7.66
PSIP1	17.69
ABCA1	0.57
TMEM260	2.19
FXN	6.81
ZMAT4	0.13
NKX6-3	0.0
TMEM71	0.26
MAMDC2	0.27
CPA6	0.0
C8orf34	0.72
TMC1	0.41
SMG6	13.71
KDM1B	3.56
HGSNAT	15.33
RASEF	3.48
GKAP1	2.88
KIF27	4.15
C9orf64	5.51
SSMEM1	0.0
TRPV6	5.9
EXOC5	6.9
C7orf34	0.25
ANKS6	9.11
ZHX1	5.75
CXorf22	0.03
CYBB	0.48
MID1IP1	30.94
CLTCL1	2.59
C9orf84	0.62
CXorf58	0.04
KIAA1958	1.37
PTCHD1	0.09
RNF183	1.19
ASB11	0.07
PCDH19	0.05
PIGA	1.2
FIGF	0.43
OR1Q1	0.0
FGF22	0.71
STRBP	7.22
GAPVD1	5.56
WNK2	1.11
ATP7A	1.03
ZNF367	0.28
HDX	0.31
FSTL3	16.77
NOL6	7.37
AQP3	193.13
TRMT10B	4.78
VCP	105.33
PIGO	15.24
STOML2	70.05
BRWD3	0.85
SLITRK5	0.03
ARMC3	0.27
OTUD1	4.1
ARHGAP12	3.67
FAT3	0.17
HECTD2	0.64
FBXO33	1.82
GPR101	0.0
CLDN2	75.31
LAMP2	54.82
LRFN5	0.03
LRRC18	0.0
WRN	0.77
MARCH8	11.27
TSHR	0.04
GTF2A1	2.3
ZCCHC24	5.08
MNT	10.67
PGM2L1	0.37
PHYHIPL	4.14
SLC16A9	15.66
INPPL1	62.44
PHOX2A	0.0
GJB2	13.18
CRYL1	317.72
REEP3	3.69
HEPACAM	0.14
MICU2	18.45
C11orf82	0.06
PCF11	13.79
PKNOX2	1.15
LRR1	2.25
C10orf10	28.38
JMJD6	17.73
ZNF22	3.68
KLHDC2	30.76
EML5	0.68
NEMF	10.86
RPUSD4	9.22
ARF6	32.64
TTC8	5.82
TMEM63C	1.75
NGB	0.0
NOXRED1	0.12
POLB	5.83
CDX2	0.0
AMER2	0.03
DRGX	0.0
NUDT5	28.13
DACT1	0.78
OXGR1	1.0
UCMA	0.0
BEND7	16.51
TAF3	1.99
VSTM4	4.76
VDAC2	86.43
SOHLH1	0.0
SLC18A2	1.83
PDZD8	4.4
WIPI1	69.97
ZNF503	22.6
QSOX2	2.57
NSD1	4.57
ENOX2	1.45
CLEC1B	0.08
SNAPC4	3.11
TMEM52B	72.31
PMPCA	33.03
FRMPD1	2.34
FRMD7	0.63
AK8	1.21
C9orf9	5.77
GFI1B	0.04
FAM69B	13.85
ZMYND19	7.19
STOX1	0.58
GBA2	71.14
RET	0.43
BMS1	3.71
STK32C	6.26
KIAA1462	9.85
METTL17	32.92
SLC39A2	0.0
NDST1	11.72
NDRG2	128.27
ARHGEF40	9.71
ZNF219	9.71
C12orf50	1.81
CASP7	9.52
C10orf118	2.57
ITGA2B	2.5
VWA2	0.25
SALL2	1.36
TRUB1	2.65
FAM194B	0.27
ZFYVE1	9.56
C10orf82	0.6
HSPA12A	9.09
AP3M2	4.62
ANKRD2	1.61
E2F7	0.01
ARHGAP42	2.59
ISCA2	29.7
OTOGL	1.38
GYLTL1B	16.64
PACSIN3	30.18
SLC39A13	35.46
CNGB1	0.01
AGBL2	1.24
TC2N	1.62
CPSF2	8.01
SERPINA12	0.0
CLMN	12.09
ST6GALNAC2	10.95
SLC6A5	0.0
CCDC38	0.14
NELL1	2.67
PTER	5.65
C1QL3	0.53
CACNB2	1.28
PTPLA	1.15
ARL5B	0.76
CHAT	0.0
KCNC2	0.13
ABTB2	7.36
R3HCC1L	1.98
AMOTL1	2.94
HTRA1	127.41
LIPC	6.74
CEP57	6.8
TCP11L2	1.88
TMCO5A	0.0
GPR176	1.39
JAM3	5.42
IL25	0.0
CMTM5	0.03
ADAMTS15	0.92
SVOP	0.39
SPATA19	0.0
TESK2	1.22
GPT2	60.78
AMN	229.21
RAB8B	2.8
IKBIP	1.75
PPP1R14D	8.22
FBN1	2.22
C16orf80	12.54
AVPR1A	1.01
LRTM2	0.0
TRMT61A	5.7
BTRC	3.62
POLL	17.08
DPCD	33.62
LARP6	29.74
API5	14.67
ASPG	28.21
ALKBH3	10.53
COPS2	9.98
GABRB3	2.25
TBATA	3.1
SGPL1	11.16
FRS2	1.26
CCT2	35.15
PCBD1	155.17
ARIH1	11.67
C16orf71	0.52
CLMP	0.24
SCN3B	0.44
STPG1	4.51
ASB4	0.36
ZNF202	1.27
FAM227B	3.66
CUL5	4.56
CAMK2A	1.09
PLEKHF1	3.45
TMEM100	0.14
SMPD1	100.9
APBB1	38.44
SYNPO2L	0.22
NUDT13	1.39
C11orf65	2.1
TRIM44	17.74
CCDC182	0.08
ILK	77.14
TPP1	62.07
DCHS1	1.51
NETO1	0.0
USP54	5.02
RAG1	0.8
C11orf74	8.78
WDR88	0.13
ATP9B	14.23
PPFIBP2	16.42
CYB5R2	3.54
SERPINB7	0.0
KIAA0355	7.24
SERPINB8	1.4
TUB	11.61
RIC3	5.63
OSBPL3	3.6
WDR72	29.12
CRABP1	17.84
PLD4	0.29
TRIM66	1.19
RNF169	1.23
EPHA8	0.0
CDYL2	1.73
TMEM130	2.6
PRTG	0.21
CENPN	2.47
AKIP1	12.48
C16orf46	0.45
TMEM41B	4.89
LEO1	5.49
SLC12A3	97.04
ZNF143	5.85
TMX3	4.38
WEE1	3.57
PRKCB	0.38
HDGFRP3	6.5
MCM7	13.72
CLEC3A	0.23
RAD18	0.71
CCDC68	0.92
CLEC4E	1.3
ZNF3	6.23
ZSCAN21	3.64
TK2	23.53
TMED3	21.82
ATP2B1	3.47
SLC38A8	0.11
CPLX4	0.0
GALR1	0.0
TMEM135	3.62
IQCD	4.01
NDEL1	11.82
CENPV	18.32
CDH16	677.38
RRAD	22.78
WDR16	0.82
HSP90B1	205.31
MC4R	0.0
BLCAP	51.69
SERPINB12	0.0
ATF7IP2	4.74
TVP23A	0.75
NCK2	19.47
TMPRSS5	0.39
COG1	24.9
PLEKHA7	18.21
B2M	1732.31
ZNF592	6.04
CASC4	17.71
HTR3A	0.0
NNMT	35.09
AP1G1	28.48
MAP4K4	9.43
SAAL1	3.3
YPEL4	0.42
PPIB	287.34
MGAT4A	6.07
KIF7	0.98
LDHD	75.62
PLIN1	0.6
ANPEP	1048.57
SCNN1G	33.58
RBPMS2	23.05
NAV2	6.5
ANKDD1A	1.78
DCTN5	13.05
TERF2IP	25.75
PLK1	1.39
GPR182	0.73
ZBTB39	0.57
WDR1	150.66
CACNG2	0.0
TAC3	0.0
MYO1A	0.0
OR4D6	0.0
NAB2	11.3
VPS39	18.68
STAT6	92.45
PATL1	6.42
SNX13	4.42
XRCC6BP1	3.06
ELFN2	0.36
STX3	24.8
PIP4K2C	22.8
MTMR10	10.95
SCG5	0.39
GREM1	0.0
TSC22D4	28.16
MS4A14	1.05
MS4A5	0.0
DIS3L	6.37
EPB42	0.25
TGM6	0.0
SMAD3	9.42
MS4A15	0.0
MAP1A	1.0
AKTIP	19.79
EVA1C	8.47
RPS6KA2	11.23
CNPY4	8.74
C15orf43	0.64
NKX3-1	0.27
SGSM1	1.22
TEF	11.19
ING3	2.14
B4GALNT2	0.76
PBX3	3.94
GNGT2	1.23
PHB	226.73
SNRPD1	14.84
TTC16	0.31
SUN5	0.0
SAMD14	3.54
PIP5KL1	2.08
VASH1	2.61
BPIFB6	0.0
FAM102A	72.87
ACSF2	388.64
COQ4	54.91
SLC27A4	38.46
URM1	43.77
CERCAM	7.93
DOLPP1	7.35
LMCD1	6.86
PRRX2	0.4
C15orf39	2.01
SP2	8.78
PRR15L	32.31
GPRC5B	22.11
CRK	12.09
FBXO22	20.41
TBC1D2B	5.68
NOD2	0.2
SNX20	0.22
LOXHD1	0.43
KATNAL2	6.93
SEL1L	8.92
RNF214	4.58
DUS2	5.86
ENGASE	23.48
RBFOX3	0.79
TBC1D16	10.91
ENTHD2	16.28
MYO5B	21.13
ACAA2	233.01
STIM1	16.93
RRM1	8.15
OR51E2	0.27
MMP26	0.0
OR51I1	0.0
ZNF668	2.56
ZNF646	2.45
GNG8	0.71
TCF3	16.9
SMG8	1.52
TPM4	91.96
RAB8A	39.04
GPX4	690.21
MIDN	41.0
FAM129C	1.42
KLHL26	5.97
TRIB2	12.98
ANKRD11	35.09
ZNF641	3.63
LALBA	0.0
CACNB3	5.04
DAZAP1	49.68
DHRS13	7.92
KMT2D	7.89
CORO6	1.27
MBD3	40.67
CYP2S1	0.94
AXL	6.81
NFKBID	2.71
TMC4	64.72
TTYH1	0.81
LENG8	158.99
CRLF1	2.74
TMEM145	0.41
ZNF526	1.67
TRAPPC9	24.1
PPP1R14A	26.89
SPINT2	226.97
HLTF	2.72
ATCAY	0.26
LY6D	0.0
DAPK3	22.27
EEF2	1285.88
CHAF1A	3.17
HDGFRP2	35.07
PLIN4	9.99
SEMA6B	4.11
FAM57A	2.12
GLOD4	59.91
MFSD3	44.22
GPT	30.41
KIFC2	31.49
SLC43A2	56.13
RILP	13.87
FAM3A	55.7
SERPINF2	286.57
WDR81	14.13
CYB5D2	30.21
KLK5	1.07
CPSF1	64.82
KLK11	0.0
ACER1	0.08
OTUB1	63.71
MYO3B	0.87
CABP2	0.0
NDUFV1	512.92
CDK2AP2	70.53
CYBRD1	6.22
TBX10	0.28
HID1	10.05
ICT1	26.28
CDH19	0.28
TMEM88	19.81
SRP68	31.92
MGAT5B	0.47
TMC8	0.69
TMEM68	4.79
SLC6A15	0.0
GHDC	34.6
SOST	4.17
ZNF598	8.53
RAB26	1.55
MLST8	29.96
E4F1	11.96
DNASE1L2	0.6
CASKIN1	0.61
RDH11	53.56
KCTD5	5.17
SRRM2	279.58
NLRC3	0.86
DDB1	88.61
OSBPL7	5.49
BEST1	0.62
BSCL2	61.5
POLR2G	45.74
SLC3A2	135.7
C11orf84	7.02
ATG16L2	15.82
C2CD3	10.33
TRANK1	1.11
TTC21A	3.74
LPHN1	5.6
ENTPD3	0.18
CTNNB1	44.1
ULK4	2.46
FADD	12.51
LTBP3	72.2
NAALADL1	5.02
SF1	82.15
SPP2	3.87
CCDC88B	2.78
SCARA3	0.67
SCARA5	0.04
PNOC	0.0
PAFAH1B2	11.6
ANKS3	21.59
ACTN1	25.54
NUDT16L1	31.35
RAB4A	19.46
KCNJ4	0.63
SETD5	10.38
FAM83B	0.15
ZFYVE26	2.67
DDIT4	64.86
LMBRD1	27.73
ZCCHC4	1.91
TTC39C	1.45
GNG4	0.44
RPS6KA6	1.42
UBTD2	3.54
NKIRAS2	14.47
KCNV2	0.08
IRF2BP2	37.89
PTF1A	0.08
NT5DC2	30.99
FOXI1	22.3
SMIM4	38.08
EPN2	11.36
KIF5C	1.36
MGAT2	3.96
THAP11	10.21
PXK	6.06
KCTD6	3.46
ACOX2	27.03
IRF2	8.72
MOBP	0.04
CX3CR1	0.02
C8orf22	0.0
XIRP1	0.0
LIMS2	50.27
ARF4	45.97
FILIP1L	1.97
MFSD2A	14.45
TAP1	15.0
ING5	8.12
ATG4B	43.4
BDKRB2	2.18
ASIC4	0.02
RFWD3	2.36
MTNR1A	1.71
KCNG4	0.0
RHOH	0.26
COG7	16.12
CDC40	3.8
SCNN1B	38.67
TMEM98	30.08
SPEG	1.32
HR	0.63
RAB31	7.15
REEP4	7.0
TNXB	0.27
LGI3	1.54
SFTPC	1.01
BMP1	12.47
LNX1	4.66
POLR3D	6.58
FEN1	3.64
SDPR	9.34
SOGA2	2.34
GBX2	0.0
HFE2	0.4
ALDH3A2	31.9
MYL1	0.0
TRAPPC11	6.3
CHRM1	0.32
COL3A1	7.08
ING2	5.32
CDKN2AIP	3.61
SNRNP48	1.48
SLC20A2	12.37
DYNLRB2	2.63
TMUB2	23.52
STAT3	60.9
ZSWIM1	6.9
ADAM18	0.0
GDNF	0.07
SREBF1	39.26
AXIN2	0.76
VWA3B	0.06
FAM84B	8.92
LDLRAD4	2.03
KCTD19	0.45
SLC16A4	41.54
IL7R	1.13
TMEM208	42.68
AHCYL1	96.97
PKIG	70.7
NPNT	41.69
CA7	0.0
FAM178B	0.47
SEMA4C	11.92
CNNM3	8.93
TET2	0.92
CXXC4	0.12
AFF4	4.73
TCTN2	8.2
SHOX2	0.08
PPIP5K1	8.14
TSPAN5	3.38
ABHD15	7.12
ZBTB5	2.94
SNTB2	2.93
IL12A	0.13
ZNF507	1.06
NSG1	8.25
ZBTB49	0.77
GFM1	12.11
ATOH8	5.51
SOX14	0.0
MPP5	7.97
SFTPB	1.0
USP39	20.97
TNIP2	49.47
TMEM150A	36.13
RHOBTB1	29.22
ZNF608	3.98
SLC35G2	0.87
INPP5D	3.45
LETM1	22.06
TMEM129	42.89
PPIC	22.05
SPRY3	0.16
CEP120	1.57
STXBP6	1.21
TM4SF20	0.17
CPLX1	7.99
PXDC1	19.77
E2F6	2.56
FEM1B	3.66
COMMD8	9.06
MFSD7	8.66
MAP2K1	17.87
KLK7	13.07
IRS1	1.51
MECP2	10.39
AR	0.98
MARK2	9.4
DHRSX	21.57
C8orf46	1.9
HSPBAP1	2.45
PARM1	24.56
FAM110B	3.84
AFAP1L2	7.51
HMMR	0.17
GOT1L1	0.0
ZBTB43	1.64
CPT1C	2.32
XPO6	36.64
GSG1L	0.0
APEX2	16.88
CHFR	8.39
NSMCE1	55.27
CCDC126	2.29
RAB3B	0.79
CD2BP2	34.18
RSPO1	1.19
RGS14	52.36
TBC1D10B	19.04
TRHDE	1.23
RAB24	46.59
THBS3	19.43
CA5B	1.27
SLC50A1	24.45
EFNA1	35.34
CXCL10	0.89
SH3TC2	0.08
P4HA2	31.93
NMD3	7.32
ADRB2	0.09
B3GALNT1	5.37
GPRIN1	0.28
KCNAB1	0.2
SHE	4.87
NFATC3	6.74
NR0B1	0.0
STK32A	1.5
IL1RAPL1	0.0
P2RY12	0.0
PDILT	0.22
UMOD	1083.53
GP2	3.99
SLC33A1	6.51
SNUPN	11.96
CRADD	14.49
SIN3A	7.29
ARL13B	2.16
PTK2	25.68
PTAFR	0.69
ACADVL	581.23
PTPN9	9.81
KCNK9	0.11
IL8	1.26
SCN9A	0.56
RASSF6	3.43
COL22A1	0.11
SDC2	39.23
MAP3K14	5.55
STK10	6.68
OR4K14	0.0
TM2D2	30.74
HTRA4	0.76
PLEKHA2	8.25
GPR183	0.25
FBXW11	11.37
METTL15	2.72
ZEB2	4.48
GJB1	47.33
CLIC3	0.63
BNC1	0.02
DFFB	1.99
ACAP1	9.47
ANTXR1	2.75
GKN1	0.0
APLF	0.42
LUZP1	4.18
HEXDC	28.37
CRMP1	5.67
DRD5	0.13
SPNS1	26.53
LRRC45	8.22
CHRNA5	0.23
AGPAT2	69.31
GP9	0.07
FASN	36.81
EVC	12.15
CNBP	105.72
GPS1	109.02
LDB2	14.69
NRG4	1.1
DERL2	23.74
C15orf27	2.77
NLGN1	0.48
TAPT1	6.26
TAS2R1	0.0
LINGO1	3.61
BTD	24.74
CSGALNACT2	2.26
TACR3	0.1
GSX1	0.0
SIDT1	1.45
PCDH7	0.61
ONECUT1	0.0
AVEN	3.18
P2RY1	0.06
CTNND2	0.17
MUC17	0.0
AHSP	0.69
NDE1	4.73
TPST1	6.17
TM4SF4	0.43
S100G	0.0
MRVI1	2.4
OTUD7A	1.18
KLF13	18.8
FRMPD4	0.0
ZFPM2	0.7
TAS1R3	0.18
TMEM42	11.3
MAP3K2	2.76
TMEM38A	7.9
SF3B5	106.18
TIGD4	0.17
NLGN2	11.82
CHD3	45.04
AP1M1	39.27
ALCAM	6.97
UBE2E3	28.67
CNTROB	15.11
TRAPPC1	137.16
ZPLD1	0.0
KCNAB3	0.95
GPR37L1	0.14
TMEM192	11.74
NSG2	0.35
SERPINA6	22.16
NIPA1	4.97
UBE2E1	14.44
SIK2	6.01
RNF150	2.05
VGLL2	0.0
HOXD4	6.04
XRCC1	16.88
CHRNB1	10.32
USP38	2.84
SLC16A5	53.78
ANKK1	0.26
ADRA1B	2.95
ADPRM	2.26
FABP6	0.75
SCARB1	15.12
PWWP2A	2.89
USP50	0.07
USP47	11.5
PDCD6IP	42.9
ZNF212	3.42
FAM161A	0.85
ZNF282	5.93
CYP2W1	0.53
FAXDC2	10.21
CRTAP	58.58
CNGB3	0.08
CMTM8	7.32
MCM2	1.48
STX8	41.16
NFRKB	5.76
PRDM10	1.04
FOS	26.81
SETMAR	10.91
MOV10L1	1.32
EMX2	39.29
SEMA3E	0.05
LRRN2	11.53
SLC30A1	2.79
DCLK2	1.09
GPRC5C	175.44
TMEM182	4.8
PANX2	5.3
VSTM2A	0.0
KRT78	0.0
ADORA2B	0.09
METTL7B	22.3
NFXL1	1.34
SELO	43.93
DENND5B	1.89
CD14	11.95
DNAJC18	1.5
AC005280.1	2.54
RALGAPB	4.91
